Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
1.5760767130234141,-4.1909634834583755,-2.8734567770843467,4.235187230390856,3.892798977354884,2.925456062254516,1.904834469524321,1.8903665512638712,591.6645136814703
-4.707237918154643,4.387717729205104,3.0692757924211858,2.18606028989758,-3.1068586486303547,2.75176369832546,1.7521192435691981,2.356785340873496,608.8570555317756
-0.1574685832616458,-3.9853936322381087,-0.6478703794271263,0.08539988883234706,-4.70712107701814,1.5300806496515964,1.3632400099715483,1.9535485273690867,617.8246295189932
2.346553092694588,1.2228687616180265,3.459619902609795,1.2176538304439077,-0.9955070063089302,1.6206001422973246,2.512195042270071,2.37796261645281,623.5686957530049
3.1163654132351084,-4.686713044359004,-2.1124551752647145,-1.4118331398048598,1.1325706497294945,3.534146011221285,2.146100757330186,1.9263169806291556,651.9023868434625
-1.4738808514170327,-0.7767182292320758,-2.6810388726751553,-1.1839680498521177,-0.7119640771813742,2.3766389187329313,3.036204465371986,2.241478699137467,654.130623363186
3.2581016534453404,-1.6092425674954045,-4.463875709990348,-1.3583796703221793,1.7154702106766893,4.073242074793663,2.0360124667047987,1.429494975313962,655.6196215990157
-3.4810362665540313,-4.035713460625212,-3.5085624913427704,4.880415631811214,1.0890147064095412,2.4128552860794485,3.0933695691367724,2.2699300392480595,662.6749228772485
1.4194117754849618,-2.7546337334005457,-4.692390691171065,3.1409210113172676,-0.06240323754231181,3.685354470578188,2.471843318157476,1.8352910924231036,678.8914251136209
3.2821053150322417,0.4988245838535388,-2.8232526035315386,2.0874457989452546,3.5781874720295974,1.7326177892753138,4.503012160380402,1.1910152780940493,692.1231783723764
4.178186368483686,4.851305017889484,-3.6958257280581934,-2.541794224309454,-3.6256325443447484,1.7663703484892155,3.672661279595779,2.5327668103283063,703.7994028434779
-4.103837275254807,-2.8279801916735994,-3.6013641261361484,-3.85293502012701,3.6195403624424856,2.3461180561904875,1.6109540641861884,4.231162035647975,706.9632190372178
-1.7446249075708908,-3.505231340179221,1.535986203713823,-0.38269504136669763,-0.6469413489779106,1.3226865616185997,2.4510112956545687,1.6918128044931793,710.8200676162996
2.122454271315396,-3.170187374856273,-3.4642185222436965,2.4524987476484323,4.32098091653298,1.4630524063566765,4.012572187014056,1.3959829591280286,714.3504173142899
-0.7365562814672524,-3.119316940446547,-4.151555204959187,-2.438376559692515,4.196711271254106,2.5505251464307834,4.464211865475265,0.7065069081694162,722.2340308892987
1.9491027698254975,-4.250780602939019,-2.8498090249192027,-4.492992290274006,0.7021513746579373,1.4315296824685833,1.9863320528408561,3.4298769392603887,729.3329612143582
0.7101716148933583,-3.3917017786175947,-4.194117417568877,4.074868847339927,0.4040361404724848,4.994171943665025,2.213400679178241,1.16100138488558,733.9517341410027
3.0414350958786063,-3.4330248467208553,-1.3876773071045658,-3.4149496239771935,-3.857087431639158,4.948194700210308,1.8603066275870281,0.9707652548564871,736.0515126562697
-3.1006609897120976,1.4340543651147586,0.26069632972759127,1.724700909727936,4.6744733878148335,2.16044480991037,4.478705119627458,2.220204487584528,741.872756784226
-1.6545719427300827,2.0029523693336078,4.323733472386376,3.439491467317117,-3.07179678162978,2.0420808720734405,1.5645377156762796,4.712740736868268,744.0237260275059
