Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
0.13609931271797393,1.3178476157224983,4.302399255261927,-0.5664069009493957,-0.09959015921014736,0.4331885908335238,2.012888511370515,2.2837095905976623,1.6094146718854665,537.1749397405423
0.07921543977850298,2.153430371681454,1.6606274638803695,1.0741197980024753,0.9494157771595733,-2.628738955742053,3.0648622981450337,1.47757148554067,1.5092340529210002,591.794928204683
-1.6677845594893221,-2.4186922276059066,-3.5098201937843356,-1.9006392926100988,4.7365024390122485,-4.9062269931274525,1.6155299596707664,1.7727769571304686,2.6535962893680196,603.1855946633908
1.5365769457357796,1.4947988457424337,0.27521992716912,4.999132200914394,-3.724778814300434,-0.7895102065496644,1.469260142721696,2.6024428531290855,1.4542426636578671,613.3367520167968
-0.888052410753092,2.2034388289705023,4.471176638846506,2.263474028315205,3.7786440191229556,4.129564691668238,1.6664274630290983,3.6161262177910096,1.010101116591775,615.0419936293547
2.2565057825281887,0.14187792603301652,-0.7725571355873146,0.2542433281704355,2.8263203277196878,-3.3776297411374867,3.348680587266225,2.6690725500717445,1.2632160482920094,642.020404006515
1.9171896291068347,4.854622235414061,-0.11725846675571994,-4.592296712688046,4.111289639350176,0.915097313689186,2.368727858401096,2.1598272965475873,3.210643699811291,662.4729506340985
1.346123854007633,-3.736675322075754,3.33727076184406,-0.43794478314137564,0.34482211292763587,4.779696474527777,2.6713060111534173,3.811244021870287,1.1853050603726834,677.3622333553134
-2.472113546015955,3.7791077393675963,1.3921216775844538,-2.0950555065616614,-4.729357625417972,-0.8942290471506258,1.6008441613758775,2.831888445543954,2.800374387439848,681.5871165204642
-0.2775465603598315,2.0631932831255444,-0.5870748575530707,-1.46519952157219,2.9580833788493974,-3.8690772359149843,4.207354627067433,2.2287999499490674,1.5436419561178507,682.5264116747356
1.8056434381764888,3.8992037580378387,-1.7856008677986717,-1.4281531565652732,4.8228452631186105,-3.7731035690764694,2.2470761423848904,4.300179264197002,1.3523548748517777,684.6924205910742
-4.0183798264876796,-2.573716081515073,1.6988153595712117,-1.9931952961058759,3.7238504789721745,-3.4179918171539563,2.868488980995658,3.8671626349884445,1.1262292108034746,699.7871321843452
0.8915056094502907,4.626358045838479,4.804305647861142,-0.3254312824785064,-2.7641468024960894,1.2684675223523616,3.3156615748812435,3.5892648901764073,1.3168321864095116,707.3923586599926
-3.897330573030489,-0.3409825627251264,-3.460439084794156,3.7745865988187983,-4.4381578995845095,-0.34457652326305066,4.390353634159622,1.8210570401258597,2.0402808319308505,707.4032739132233
3.6805321831106834,-1.2176763232087322,0.07578089780136565,0.039680792745863336,4.627736411409266,0.1200272783064733,4.434902461918341,1.8424651527334301,2.112936990100102,716.4861576276423
3.411117292950273,-1.0380990595378918,-3.62712997935951,-2.3505821957430753,4.255920814800255,1.749956228438693,3.3365225500950793,2.044239727482074,3.24017290598724,727.2869706868321
0.9635672636832169,0.41114483827536397,-3.614401332544106,-4.260807711356651,-0.2208362146844527,3.9722034937345985,1.9152410481126916,2.38465144253765,4.268345368074703,734.4921714214361
3.1716179335355044,-2.143780476393115,0.1292457143203496,-4.7603395568767,4.864918596755226,-0.428011837900784,2.3940228912569363,2.706167503618567,3.686623699105473,737.4000990080302
3.856034305671498,3.4041163880231124,-0.9801545095388313,-4.098562172162597,1.2076608944219345,4.448523235936978,2.768234408441126,2.307581839508029,0.703169586979091,740.7232130782608
-3.2404998030201915,-3.423840333329304,3.978050510342868,1.2166926453882798,2.2658105733395786,-1.5178976103965143,4.944651212311854,2.108235385526454,1.7382198158171942,740.7420816878315
