Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-1.5337495944501893,-3.3435528110646753,-2.1984283347476663,-1.8008013517792778,4.414432433634629,4.2174312937040455,0.38999322812692117,0.25731515854718306,"(74, -1)"
-1.5331692181667014,-3.3424160631346713,-2.1983108887974345,-1.8012677500148602,4.138823105754537,4.217467945066773,0.3899156825160986,0.2571256345740416,"(5, -1)"
-1.53359789176435,-3.3424454138504864,-2.1985119253843184,-1.8009628696599365,4.010016100962845,4.217418502494521,0.3900496516631555,0.25751752424506524,"(73, -1)"
-1.5457791266698928,-3.455436452800257,-2.217679790966562,-1.789185151970124,3.830600745335339,4.21613037515796,0.3880580575086497,0.25925748848738134,"(87, -1)"
-1.6221185948752397,4.972941301753232,-0.25501909472680906,-1.4832424259411638,4.860257993291878,4.213545781510642,0.39108248885549046,0.4304289023240543,"(49, -1)"
-1.6221200576419847,4.578212782852197,-0.2550011666009786,-1.4832386593070732,4.997023011220579,4.213544929339656,0.3910768287316106,0.4304320625836494,"(14, -1)"
-1.6221208027944842,4.697877553825476,-0.25500746885355613,-1.4832363261215205,4.9670633885229005,4.213547773589441,0.3910787266653703,0.4304336388220491,"(89, -1)"
-1.622117555964248,4.130350246280323,-0.2550302105654416,-1.4832423378374047,4.69918492268556,4.21354958524585,0.39108037663801065,0.4304281736698566,"(33, -1)"
-1.6221331699526136,4.492338217603094,-0.2549347898122253,-1.4832205410514205,4.8932681550305865,4.213534527831266,0.3910709972174686,0.43043938294554385,"(78, -1)"
-1.6221198638430343,3.4787578319691255,-0.25504185538057794,-1.483240785605207,4.830607495836424,4.213550209202512,0.3910787033299247,0.43041975621627576,"(28, -1)"
-1.6221267749192192,3.0864356020016106,-0.2549836429695312,-1.4832320689970164,4.999998976176583,4.2135396827852425,0.3911009011909382,0.43043799369747016,"(25, -1)"
-1.6221284655059225,3.795085785636022,-0.25486941708250666,-1.4832354071883924,4.459624714982526,4.213513537045918,0.39104360133060834,0.4304675570688306,"(96, -1)"
-1.6221266240588539,4.9990741857585475,-0.2549568491175287,-1.4832303566776848,4.362553978640574,4.213536938611259,0.39106620856685337,0.4304395162789718,"(15, -1)"
-1.6221130939809045,3.1536445661628196,-0.255045938454834,-1.4832506897183124,4.698100589544135,4.2135511065516695,0.3910848076866353,0.43043874488629075,"(51, -1)"
-1.6221873213056766,3.918486734916839,-0.254682706664205,-1.4830082559437607,4.41747570339016,4.2135812039549965,0.3909863836031592,0.43047878298154085,"(69, -1)"
