Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
2.360994850246179,2.480205447733656,0.5011854034844045,-1.4868905876616583,-0.24533312136342023,-3.0769299543930426,1.6604584144125365,1.4954740131006448,319.654543188309
-2.9930101557783533,-1.1433451469925977,1.6829236427674923,-4.4765686447803255,-2.790305310442537,2.0437645478744715,1.559498522463068,1.69252145106931,324.2990250549557
-0.6667221814919522,3.6692795548418964,0.1271813728486917,-2.4273297952612904,2.1153073545809686,-0.11522780394132415,1.5471405698563254,1.4825501803474674,326.07947917696214
-4.546747020656062,-0.38394728327940975,-4.633823168583023,2.428774913335289,4.427898597458842,-4.023768234490179,2.0044090041068072,1.0933869426486345,329.0204020608709
-4.561990761360664,-2.0727653450806645,4.742120540668958,3.987450377882247,-4.857212318807629,-4.234472473574673,1.5245821312384278,1.0873841955872745,331.6234055666747
2.1029935389505727,3.5619230796889365,2.018149919351485,-3.6071278968600065,-3.0697109221292735,-0.4289192470970731,2.1912677920556742,1.5892467516275168,343.12490114467107
2.488882756348932,-0.5463363412178701,-2.686335100459364,2.7434970905515854,-1.5989875535012499,-1.9090494296326606,2.3499948663864334,1.2220902884160498,343.5988727374771
4.178473649656851,-3.453246964803566,-2.3709249338019545,4.58616723559272,-2.3038866050116806,-4.527422771561126,2.285151510924085,1.112299500331531,344.6439638826311
-4.104423288890185,-4.10350797798128,3.2531977969172736,0.9006628050777898,3.502046286937249,-2.545918233012584,1.4292698588458226,1.0778507663619497,348.74185392555995
-3.3538082406221723,-2.2972485296123524,-0.12463606513095282,-3.613296281816578,4.043418815249442,-0.3642235128193656,2.2799033122582806,1.6392278262991606,351.8954104444205
4.471383517033242,-0.10989873136987871,1.314200220830469,4.8401763460338145,0.1809994950626379,2.658811571568708,2.1378266640340264,1.8820811191489364,358.4888507057675
2.383327870202989,-4.0706372418521015,-1.054660361599221,-1.5282955609819386,0.5147727950945544,-2.4850295506430706,1.6717602681012682,2.15671398822084,362.48716143462485
-3.611819671874613,-2.0464400732717842,-0.3201291366217003,-0.7662163186253839,-0.6613364390103147,1.1196590390362546,2.5172095059920423,1.066063668405289,365.13999834542216
0.9731841693735843,0.24635131270034094,-0.2856099240287788,3.075530544879106,0.23504883114127217,-0.4355449436298846,1.8021224292164888,2.2084699813706754,366.23101096114294
2.1565813825752222,-2.876597471207674,-4.620368637501626,2.9969927407752692,3.7209651676157947,2.2696276693336053,1.3344693331056714,1.357939554455565,368.9433904837376
-2.130537770110693,1.4469623382700423,0.7616779806134346,-4.338473044973678,0.4523880799909943,-3.549288562091993,1.484632240765337,2.091654760020834,373.1315744445417
2.8478155613249188,-2.2413210805744836,0.3246288684713283,2.5379939503999847,-2.372039728475739,-4.921369866269243,2.6798205343625767,1.5595756235516864,375.7518863822623
1.7038892543207487,-3.920157075731761,2.500189836084661,0.8620207203515005,-1.1245297363036082,-4.280821291899636,2.647813508799044,1.607304083901802,376.08172777684973
4.0245091616246125,-4.8723983204560355,-2.703191552707964,1.0850459376476183,3.4073005789132775,-0.1420074262104185,1.716784523341821,2.421741301465258,381.14658840541176
4.491024118843685,0.5821903456577759,-1.1807252395244228,3.340169875024312,0.7226187513846742,-3.780679150132803,1.7667390752499053,2.5303161982206284,389.2368822107397
