Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-1.2922277744648443,0.9676505057628298,-4.999999999999973,1.4158210559857982,-1.7214802768064996,4.414224389602325,0.7781051515061685,0.4048790175762415,1.2077864947600414,"(68, -1)"
-1.2922309736185114,-1.15133770269904,-4.999999999999311,-1.5447035222243932,-1.721481257891145,4.41422342276476,0.7781059795434064,0.4048801070977468,1.2077849365596238,"(39, -1)"
-1.2922435744375702,4.877447635516386,-4.999999999999978,1.5619154667585387,-1.7214817568075256,4.414223437188574,0.7781092408391174,0.4048541763739394,1.2077631570459717,"(92, -1)"
-1.2922126415234707,-2.7525507506621687,-4.999999983376198,0.6762525082734022,-1.7214844317034224,4.414228771569465,0.7781038657450935,0.4048673376166399,1.2078030042707744,"(88, -1)"
-1.2922323040334027,1.4229481701754771,-4.999999999888572,4.228604559280696,-1.721480137693949,4.414225401104558,0.77811042788855,0.40487560750933566,1.2077848130361317,"(55, -1)"
-1.2923863805824172,-0.15978776132917955,-4.999659622255172,-1.9150857615183003,-1.7214187647423207,4.414195472485976,0.7780602674945505,0.4048201136532066,1.207886682910663,"(76, -1)"
-1.292165359364614,-3.330559212577179,-4.999999997046131,-2.8144108226951987,-1.7214883680903934,4.414267030398694,0.7781140916528689,0.4049614257769072,1.2077554197204208,"(43, -1)"
-1.2922745071824953,2.225738023240439,-4.999965703910413,4.952409394061376,-1.7214803139120471,4.4141514581208785,0.7785510782809761,0.4046330932070173,1.2076823201675397,"(14, -1)"
-1.574770942988277,4.2734053925065965,3.7519745891009384,4.518944410911567,-1.7883028042702214,4.407989921518402,1.0484037555626724,0.46874336806658184,1.0383951741581907,"(11, -1)"
-1.5747762721346041,-3.6005861839570157,3.810166021326151,2.6464165289131643,-1.788331761985187,4.407950040830488,1.048333200469728,0.46865382928685945,1.0383216444510037,"(3, -1)"
-1.5748458842510291,-1.5530648965033145,4.9999999999991775,2.1480717497617268,-1.788258705309223,4.407920660035545,1.0482819863395194,0.4684869275954761,1.0383300861387763,"(48, -1)"
-1.5747677491602456,1.3126593123041697,3.374360698499134,1.9136817965155941,-1.7882831919970839,4.408032697754281,1.0484154960631646,0.4688421661274278,1.0383541905382854,"(63, -1)"
-1.5747324308365596,-3.5557832035671733,4.210599075130313,-1.1436046824351207,-1.788319505338771,4.407977158483246,1.0484943857848823,0.4684114861797004,1.0381572885668187,"(18, -1)"
-1.5747832013308813,0.8858888655346047,4.88058920190167,-2.5779018934800617,-1.7882924684750992,4.408014352870533,1.0483572069439469,0.4688113747657444,1.0384186006139504,"(96, -1)"
-1.5749800135177883,1.5558390186944002,4.282570267768059,0.542344073337265,-1.788127303668939,4.407890553237791,1.0482829288168123,0.4688583760507781,1.0390514953438796,"(83, -1)"
