Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
3.420460544610922,0.9921402328393683,-3.532118534202285,-3.261906074589268,2.0018903471122176,2.3281330000331604,1.9584044624079038,1.5580876667895236,531.0401527238811
-4.807983752390141,4.965339794278872,-1.0068489419726818,1.4910439735554988,2.1977680495784204,1.443650923567298,2.250301775426289,1.0174076193310349,531.4388764252425
0.05302718092821923,-1.1774306306580233,1.5209389378222902,3.896963796509352,-0.9369043809816144,2.156120438397867,1.412820515359651,1.7738828471264902,560.1378567551973
-2.1023077711545475,-3.903576321584978,4.515387539884248,-3.1700768707432676,-4.23642665461343,2.5210217145024174,1.8357073438204097,2.0722586773129867,573.456294796257
-4.636174864197267,3.820854115589645,2.6265289159148972,3.5069980267367633,4.248767390216948,2.612576915913963,2.29209888324246,2.1264408706910967,607.3417734250612
-1.6311240518062684,-2.191687345337564,-3.701191167772248,-0.9139877434027035,-3.309086834391934,2.044507543053994,1.6940471872075422,3.007392165964605,612.5932693613609
0.5723698028718402,0.12225588787861774,1.258012168885017,3.3070903206196274,2.332642163870857,3.6936856352417315,1.8026534690972253,1.3146620023280722,615.0601979027932
-2.9754128685739016,4.516016662024571,-3.9314604630953967,4.656323408727294,-1.9046005015629106,3.0781765319812227,2.5516123066669447,1.5814456820826752,623.8504976121505
-4.242249227590368,-2.035203124467149,-1.9017218197805912,-4.875615113060146,2.067540299796031,2.352107309062629,3.4603095988724135,1.5642319568322884,635.358956425337
-1.4264161158727195,-4.285392762888348,-4.648480807948213,0.022600479587716826,-1.1996218921256538,2.0016299845484165,2.0869215340189182,3.1690578693264158,635.4149781602727
1.1509454243035409,1.321668997295811,-3.430977237155763,3.4871945313803874,-4.67913196307537,2.0208638877383915,3.818066820275135,1.205838856535868,637.3930627950616
2.108274272681192,-4.203220343478708,3.6413336897954096,1.976854240197989,1.6354548978209795,3.0200962055820018,3.0958788223332547,1.3425439650616022,649.4468119677762
1.6621681794428014,-2.6058735222510427,-4.920936448327921,0.1704038420521421,0.2274023400810563,2.683894373388764,1.2106421356361086,1.5153865049506177,675.4919195798308
0.43487964368917,-2.3922719448928116,4.204387501792512,1.5437299257336718,0.7378124337954173,3.0040387608075765,3.4379683314744742,1.1539787233683523,675.5254235012736
1.5052882007229762,-1.211818852178113,0.5133633290242301,-3.9605416985946054,0.13721820122681638,3.5092775093483493,3.1806311008623105,1.2868725248680004,690.9237365690967
1.8523700014526856,4.524498830758114,3.5703646013971166,-3.5991888674315384,-0.5130299481899883,3.275568188839326,2.7335563583270153,2.242552727715302,696.5979641200215
-1.9205798236660918,-4.813695570509874,2.130329150450626,2.8121901031111793,1.698716319567188,1.8208346367027994,3.1616437889244846,3.0737714598343757,698.4851327990484
-3.190297287914989,-4.623454156240581,-1.960739152613416,3.7061452250023468,2.6727575118876343,1.3416569555415334,1.2457019113720946,0.5061958811495177,699.8673758236988
0.6496503787982988,4.809745071801112,-4.17124148075476,0.3629767929644778,-3.571167573779756,4.822559234067715,1.6497242454562455,1.4199843988822582,702.059729926018
-0.49113514190257224,-3.0231052780128325,-2.046563678941136,0.8764302701078357,-0.6258066687842874,4.548332079949468,2.163127924336833,1.6149185930733756,707.301042790482
