Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-0.7937546902639884,3.507937142138274,-1.959938568267992,4.707390016972499,4.311018385665727,1.2262909732062015,1.157811756190169,0.47844148408016063,"(73, -1)"
-0.7942293004331308,-3.126639921183424,-1.9596614850275742,4.719935532129566,4.3107059869519615,1.2262623207555663,1.1578415372252053,0.47825216941537285,"(48, -1)"
-0.7946070600757837,-1.159640005970715,-1.9596962152173114,4.900435669137203,4.310377299635988,1.2256494430374236,1.1573865377535963,0.4783088508240884,"(2, -1)"
-0.794207783216578,2.0147528754608093,-1.9596610818698097,4.027741111962272,4.3107475521546785,1.2262053194741696,1.1578521651587461,0.4782371334900686,"(1, -1)"
-0.7939230242325427,-4.239897005618097,-1.96015466264546,4.695231881370919,4.311026732689638,1.226351434670277,1.1576369692005217,0.47782514924995223,"(15, -1)"
-0.7946044178134771,-0.20362301201796235,-1.959672828578226,2.0544611245671933,4.3104335129946705,1.226300229921636,1.1579295832851766,0.4783132675364129,"(86, -1)"
-0.794490656351267,-2.6578046958915458,-1.9596005547940658,1.8940955791095007,4.310515088890875,1.226193950285178,1.1578555744793317,0.4782377927101835,"(97, -1)"
-0.7943419290190614,1.9752517244106629,-1.9596552728448386,2.0958795505211882,4.3106056323554425,1.22628364352029,1.1578587955164188,0.4781997555261271,"(24, -1)"
-0.7944435173876415,3.7955007074258322,-1.959592586799842,1.9382949452386729,4.310544941410467,1.2262686402634555,1.157865490128611,0.478231902951006,"(26, -1)"
-0.7941963461379453,3.0952166831402637,-1.959678986572125,3.203483119536999,4.310734337767181,1.2262623911099604,1.1578351344908862,0.4782830031762885,"(50, -1)"
-0.7940685914779951,4.305287463544846,-1.9593384038102815,4.401579247059677,4.310813397452804,1.2257581548546106,1.1588919445288726,0.4779463904884406,"(3, -1)"
-0.7945130822524067,-3.044068851172948,-1.9595991156632107,1.656023816628572,4.310458882010216,1.2262173092566908,1.1578855546027058,0.4780900436990851,"(17, -1)"
-0.7948436695065085,-4.881936654853662,-1.959417578435475,1.4555336845835996,4.310252431770193,1.2262554898059412,1.1578735234486874,0.4782140166994988,"(69, -1)"
-0.793854843157492,-1.6515448005017745,-1.95980700553936,2.7732197140856245,4.311652036453007,1.2290645002856324,1.1534346578400718,0.47894633532976205,"(47, -1)"
-0.7969874594392263,0.5402087305218446,-1.9585483715842127,0.9604501290815297,4.30879154682398,1.226297714246088,1.1577898187130875,0.4791806055016918,"(5, -1)"
