t,u1,u2,u3
0.0,2.1037099649284423,2.0151386306022867,0.9214178193788927
0.25,1.6408281865808991,0.6642442969953536,0.026954073602674114
0.5,0.6216976502111939,0.268708305708568,0.11781712953019605
0.75,0.3802167180108417,0.16269921629789597,0.2659927264006112
1.0,0.19150600291349779,0.03870035259987005,0.22722800182351383
1.25,0.10994696666547514,0.13421231377749174,0.3174519542799226
1.5,0.0295326306559084,-0.07375739451394298,0.5652711082625154
1.75,0.06601190665616781,0.1884081680493368,1.4836842175472373
2.0,0.10436133083674201,0.4849256536108224,2.401875171288917
2.25,0.4993947899248197,1.39467593635618,1.6304526554214045
2.5,1.1666038338929188,0.9899094185595734,0.44282316202839345
2.75,0.9341691016124765,0.5837004465368024,-0.10761185380199337
3.0,0.5064459935563083,0.31105982364590884,0.07459386242599203
3.25,0.2042334646766987,0.1821392610240158,0.2664549735998556
3.5,0.13719034582198966,0.1078655868597459,0.24620176702934782
3.75,0.07585472185120448,0.16784603741590878,0.47229647540217257
4.0,0.1890896894288806,0.2796301340271472,1.2679178342647894
4.25,0.17994581472252094,0.45610930685556683,2.1402572486821967
4.5,0.3468926433765794,0.9260079309867637,1.2733268164781535
4.75,0.93851113759401,0.8709951823161228,0.5620533061933704
5.0,0.6882721321615005,0.4340489120145483,0.11539104792335665
5.25,0.35553811164573235,0.36624213079617324,0.2671219278083087
5.5,0.2570096975482592,0.3017943585706901,0.29691051342856234
5.75,0.14892267442474647,0.2831971314647787,0.4357758510284326
6.0,0.03680571484729077,0.16358505998508205,0.596983256849277
6.25,0.15405979146016607,0.41667209178104064,1.404062141624659
6.5,0.332463752628749,0.5450283256347446,1.6079492456068971
6.75,0.6483414359535246,0.9288249462229248,1.049381252604365
7.0,0.7242117989927156,0.7541403215993483,0.5662698399798859
7.25,0.5812467172184761,0.46810925192040953,0.3187420882264047
7.5,0.38938621000639373,0.3009879048100709,0.12224712309859204
7.75,0.31976714235340836,0.2687853886705255,0.525122922285983
8.0,0.12140376692539336,0.16898011988952116,0.6714720138835991
8.25,0.16622595767454712,0.1792323412695749,1.1228171639811233
8.5,0.3885645997135384,0.3636492453505654,1.47532195722317
8.75,0.5281192392923284,0.8407050986210082,1.216475178370333
9.0,0.6985385937180146,0.6018084131881316,0.6542741471521042
9.25,0.7262852108424168,0.611651993910626,0.4962102940308891
9.5,0.5058665944874738,0.35408557193044327,0.3744007037280563
9.75,0.32786935056875344,0.30856666459767657,0.27971352847189335
10.0,0.28792715175363387,0.33425907728647164,0.5506456793041973
