t,u1,u2,u3
0.0,2.0,2.0,1.0
0.25,1.5469769409168375,0.6365509746621233,0.09384270319630288
0.5,0.6913260488047723,0.299120036957098,0.060478517237975316
0.75,0.3401291816311629,0.1853945939711675,0.08002447575367172
1.0,0.17977890868448823,0.13295607982731555,0.14266500061749715
1.25,0.1023092629199628,0.10818987494456826,0.29297489903711277
1.5,0.06667444034483717,0.1065861875180831,0.6396849269642152
1.75,0.05892131105461871,0.15283930664668546,1.381900253495077
2.0,0.1009675839843148,0.42063813228165997,2.447255437376915
2.25,0.451547963791434,1.2930057184599115,1.600429267061225
2.5,1.1700381428063504,1.0086690221498,0.3394784460809978
2.75,0.8610087334774662,0.5023022383168314,0.14106603862812403
3.0,0.48683001683250243,0.2960535729113014,0.13149435950435442
3.25,0.2767489179733983,0.20559314442953527,0.18739376334414257
3.5,0.16728285517612348,0.16488078704377168,0.3296509875724973
3.75,0.11495458103039125,0.1597737401116438,0.6366742753021044
4.0,0.10358584940038482,0.21293667627325732,1.2223921064567682
4.25,0.15772671261709212,0.45019117666070796,1.9181441014864997
4.5,0.4525260244782254,0.9949350350067548,1.4459360519643225
4.75,0.93740678242209,0.9032459955975215,0.4922260992064548
5.0,0.792750683361286,0.5265474027644673,0.2368069690432801
5.25,0.4979795376662976,0.3311693202627604,0.21345689951290844
5.5,0.30675718278536834,0.24090677470800362,0.2836964213047915
5.75,0.20260158340988707,0.20494744704955922,0.46052544069446905
6.0,0.15684644805594758,0.21582021265325027,0.805916695939289
6.25,0.16503047273959773,0.3111614714952125,1.3338577435612835
6.5,0.2786197827055307,0.5971611474574094,1.6166897930187125
6.75,0.6129404911204679,0.8824350680458539,1.0027067986706344
7.0,0.8183359758987298,0.6964463909137345,0.45478989195049924
7.25,0.6409876444474504,0.45290012313793815,0.3026347604310189
7.5,0.42801335533522855,0.3187900773490252,0.31367839964596517
7.75,0.2895235173844966,0.2569546781506921,0.4280242348564162
8.0,0.21762956081622,0.24610522181553868,0.6662311604364536
8.25,0.20230015762597184,0.2979619210267967,1.043044348224063
8.5,0.26298323733873663,0.46314066310431673,1.3787830517861548
8.75,0.4619262905142873,0.713043742804595,1.187144402880261
9.0,0.6994497686204973,0.72051450721746,0.6753833328339912
9.25,0.6711341609884619,0.5309863328661144,0.4206816606244022
9.5,0.5008502400619862,0.38327700095004524,0.37424130471088246
9.75,0.3573175892060432,0.30523009943764856,0.44484055193858757
10.0,0.2722547161154556,0.28066620092816075,0.6214328818791724
