Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
3.834145890060846,-1.362008311760285,0.42998695653371577,-2.4520879777978837,-1.6252084345986266,2.292676466124445,2.184414037226503,2.556756367118317,1.658890272620832,283.52657872575526
1.159011595662105,0.21246242567944051,-0.47665657567695163,3.714287122314765,1.4887460211669907,0.8171949397095455,2.6085349986770208,1.5441778125876553,1.0300994166598718,284.38942859088877
4.532031201897947,3.1062563542995107,1.07492777523351,0.11985599661925939,-2.2034146987560765,0.7347147116520771,1.7206101144773633,1.5921464210388026,2.6463515284772887,297.00856181136703
2.093444204278212,1.7083305540914662,-1.6794531080481456,-4.730544489921036,2.7316363752627346,2.752086450013832,1.4760419768726996,2.693273969617861,1.3708633962135375,303.72039941598695
2.153086283588781,2.0921605824629763,2.658172281553764,-4.458501702494099,1.2293237982792817,1.1858959609752233,1.8631643386946521,2.439535937368193,2.520827398047528,304.23125586328473
-4.590918356455834,-1.3298669704785682,2.242470917597343,2.0139939787402135,2.4581680022516945,0.23180206166696848,1.7743322830225736,2.745538116051387,2.2070707024760017,304.7276553808809
1.8714390176651952,-4.064909585055094,-1.5801452627145656,-3.288128561899128,-0.014671039679663878,-4.286728774112647,2.67191444112966,1.4464547040340126,2.172659598278659,309.92317778282086
3.8756495787046816,2.245251294850924,-1.1494817115752154,-4.514005069969116,4.075374515869507,-2.0775975284512676,2.5942690092631446,2.171882335655856,2.6806857629716365,319.95611949416696
-2.8126151669579365,-0.5030576469793386,4.613666082606642,0.05501894296783938,3.8771483098677884,-4.129412782345801,2.785610364588914,3.4235709772614005,1.5178184277299787,331.82407616058066
3.7926701915330447,2.8893840239737667,-0.793978466966748,-2.4857342375836797,-0.1092375531056824,-0.42906036475389175,4.313545456580496,2.029625194245056,1.2669935790794886,336.040272105332
-3.4616651193168178,0.6170443909182035,4.678570859615164,-4.392644573204219,-2.14688863253405,4.265163768429552,1.984490298570475,3.9472010992174393,0.4274440627043985,342.00200830681916
0.9033235493669478,4.279526443058854,-4.023742587815842,1.4692576900705614,-2.1651881616040254,-0.6038800214196014,2.8465667978781433,3.126248951637683,2.2340339791018025,346.67333855471196
-1.016060815899734,-0.42267585582237555,-1.984303761693801,-0.6591355175310394,1.8658621717093604,-3.5755453343263266,2.344601470087686,3.5405254106854187,0.888302438827786,347.55619517014594
1.3179990095798786,4.123739060802778,-1.233450351746372,1.7035587563698513,-2.9157665311863408,-4.651335688717898,2.412070493325963,1.4650635150197377,0.7433130658772145,349.2531528632603
1.4047871437640804,-3.741359862708613,4.149304061293638,3.983665084066752,-0.8104300119675614,-1.819762963111255,3.4876638158735513,2.204697073468126,2.6326736639775064,351.8625408965796
1.9478865665261846,-0.19306255227529334,-3.4195798042224723,-2.594611142589458,4.7981896218260705,1.5871368593607995,2.361374601676701,2.9867444959536655,2.9873688991529557,352.0737470722997
-1.3109329441451862,2.0662523661947096,-2.6849576379521873,-1.1986299804948275,2.2834198294867125,-0.3765082401195139,1.7850885866885555,3.6155531418151643,2.6969487916948784,354.42041482156515
-3.958528171591148,1.0932393335358803,-4.2243850868101545,-3.221141831039577,-1.5588746921338545,4.600549445613208,1.0170784947846485,1.178983141599864,2.012511900636759,355.1721161730051
-3.278004499272957,4.768775193156676,0.7014044040848724,-1.5092885389080775,4.486996369796248,-1.1810310535879283,4.167429505833777,2.2511826014554366,2.0234254358612427,356.2379887269106
4.7336522700909605,-0.646143605931611,2.796158239116754,1.5414000112947175,-0.18349679087024207,0.5670291379125167,4.234592304866819,2.6066472683203017,1.5807373284633508,356.7319008530383
