epoch,loss,regularization_loss,r1,a1_1,a1_2,a1_3,r2,a2_1,a2_2,a2_3,r3,a3_1,a3_2,a3_3
1.0,92761.90256514211,9.183940255041351,missing,-2.1279696823573624,-0.9332562782685491,-3.72577954417671,missing,-0.2645932765565514,-2.438942773951496,-0.15581476552231655,missing,-0.4133581488322204,-1.056952093393273,-0.25083762373134694
2.0,92760.11868761608,9.183762482289172,missing,-2.1278696823573653,-0.9333562782685443,-3.725879544176542,missing,-0.2644932765565554,-2.438842773951561,-0.15591476552230224,missing,-0.41325814883226686,-1.0570520933931775,-0.25073762373143793
3.0,92758.33492155914,9.183584720683161,missing,-2.1277696839523332,-0.9334562768495149,-3.7259795444869073,missing,-0.26439327778453725,-2.438742774966839,-0.15601476418424776,missing,-0.413158155480692,-1.0571520913525323,-0.25063762524113264
4.0,92756.55128441479,9.183406971968243,missing,-2.1276696852658237,-0.9335562747487239,-3.726079542933219,missing,-0.264293280016967,-2.4386427770054566,-0.15611476083609535,missing,-0.4130581618380883,-1.0572520864787294,-0.25053762868624013
5.0,92754.7678020318,9.183229238729366,missing,-2.1275696856044104,-0.9336562720295061,-3.726179538297323,missing,-0.26419328344553733,-2.438542780341074,-0.15621475472321714,missing,-0.4129581655659553,-1.057352077760144,-0.25043763472217506
6.0,92752.98444768884,9.183051518294318,missing,-2.127469685350032,-0.9337562681415188,-3.7262795302449665,missing,-0.2640932886400238,-2.438442785488408,-0.15631474501791034,missing,-0.41285816844249257,-1.0574520639872629,-0.25033764420852134
7.0,92751.20122362117,9.18287381088649,missing,-2.127369685552729,-0.9338562621546154,-3.7263795189955657,missing,-0.2639932964030249,-2.4383427931096464,-0.1564147308512701,missing,-0.41275817480931576,-1.0575520438330588,-0.25023765812617454
8.0,92749.41814565755,9.182696118088634,missing,-2.1272696874156667,-0.933956253054943,-3.726479504900876,missing,-0.2638933075860421,-2.438242803896526,-0.1565147113527969,missing,-0.4126581896041773,-1.057652015954853,-0.2501376774762891
9.0,92747.63522062368,9.182518440583218,missing,-2.1271696920294527,-0.9340562398979013,-3.7265794882287744,missing,-0.2637933229942826,-2.438142818509188,-0.15661468567154868,missing,-0.41255821733903103,-1.0577519790479302,-0.2500377032277212
10.0,92745.85244372695,9.182340777890873,missing,-2.1270697001634,-0.9341562219281838,-3.726679468994983,missing,-0.26369334331197103,-2.438042837527982,-0.1567146529931044,missing,-0.41245826129065205,-1.0578519318877635,-0.2499377362746693
11.0,92744.06980988076,9.182163129502866,missing,-2.126969712113838,-0.9342561986670564,-3.7267794468418844,missing,-0.2635933690480596,-2.4379428614181955,-0.15681461255230403,missing,-0.41235832290818974,-1.0579518733609454,-0.24983777740476648
12.0,92742.28732242592,9.18198549575323,missing,-2.1268697277256488,-0.9343561699005752,-3.726879421057695,missing,-0.2634934005432595,-2.437842890534148,-0.156914563633065,missing,-0.41225840188990404,-1.0580518024627852,-0.24973782730134797
13.0,92740.50498846252,9.181807877351924,missing,-2.126769746553117,-0.9344561355881112,-3.7269793907080526,missing,-0.26339343802632015,-2.4377429251550513,-0.15701450555769877,missing,-0.4121584968009178,-1.0581517182682019,-0.24963788657386793
14.0,92738.72281254054,9.18163027475392,missing,-2.1266697680505686,-0.934556095753789,-3.727079354791425,missing,-0.26329348168085637,-2.4376429655277536,-0.15711443767384758,missing,-0.41205860580843784,-1.058251619896806,-0.2495379557946365
15.0,92736.94079454488,9.181452687947665,missing,-2.126569791753615,-0.9346560503832131,-3.727179312386984,missing,-0.26319353170893456,-2.437543011907426,-0.15721435934198164,missing,-0.41195872738210904,-1.0583515064795486,-0.24943803553369367
16.0,92735.15893279185,9.181275116764755,missing,-2.1264698174370293,-0.9347559993334335,-3.7272792627837963,missing,-0.26309358838650876,-2.437443064593003,-0.15731426992451628,missing,-0.411858860905328,-1.0584513771295663,-0.24933812638886568
17.0,92733.37722813206,9.181097561290203,missing,-2.126369845208103,-0.9348559422796846,-3.7273792055577606,missing,-0.26299365209612907,-2.437343123948036,-0.15741416877959827,missing,-0.41175900703849183,-1.0585512309251661,-0.24923822900308662
18.0,92731.59568407519,9.180920021874913,missing,-2.1262698754973637,-0.9349558787207922,-3.727479140564884,missing,-0.26289372332337674,-2.4372431903983127,-0.1575140552623726,missing,-0.41165916768607197,-1.0586510669123754,-0.24913834406186988
19.0,92729.81430416557,9.180742498873252,missing,-2.1261699089622415,-0.935055808034415,-3.72757906786334,missing,-0.2627938026225097,-2.4371432644097633,-0.15761392873257543,missing,-0.41155934562644736,-1.0587508841241198,-0.24903847227412243
20.0,92728.03308999803,9.180564992444639,missing,-2.1260699463472417,-0.9351557295571875,-3.7276789875998944,missing,-0.2626938905667632,-2.437043346456529,-0.1577137885652476,missing,-0.41145954397207146,-1.0588506816076302,-0.2489386143446498
21.0,92726.2520416588,9.180387502597627,missing,-2.1259699883338437,-0.9352556426707055,-3.727778899887987,missing,-0.26259398769510595,-2.4369434369867253,-0.15781363416213126,missing,-0.41135976558815046,-1.058950458453636,-0.2488387709445969
22.0,92724.47115956125,9.180210029373502,missing,-2.125870035408731,-0.9353555468769886,-3.7278788047008162,missing,-0.2624940944655798,-2.436843536392385,-0.1579134649616368,missing,-0.4112600125805432,-1.0590502138218316,-0.24873894268531344
23.0,92722.69044534014,9.180032572935684,missing,-2.1257700877856975,-0.9354554418432407,-3.7279787018080093,missing,-0.2623942112276865,-2.4367436449916138,-0.15801328044474014,missing,-0.4111602859902556,-1.059149946955877,-0.2486391301026944
24.0,92720.909901178,9.179855133502395,missing,-2.12567014540595,-0.9355553274017706,-3.7280785907757847,missing,-0.2622943382225248,-2.4366437630286244,-0.1581130801349435,missing,-0.4110605857914891,-1.0592496571832495,-0.24853933365709666
25.0,92719.1295286923,9.179677711235346,missing,-2.125570208010099,-0.9356552035088803,-3.7281784710251102,missing,-0.2621944756082916,-2.436543890690138,-0.15821286359278108,missing,-0.4109609111684818,-1.0593493439012687,-0.2484395537476429
26.0,92717.34932870281,9.179500306216495,missing,-2.1254702752539445,-0.9357550701786436,-3.7282783419253027,missing,-0.262094623501296,-2.436444028131824,-0.15831263040695293,missing,-0.41086126096369796,-1.0594490065546183,-0.24833979073534435
27.0,92715.56930188097,9.179322918512959,missing,-2.1253703468373115,-0.9358549274091317,-3.7283782028982606,missing,-0.26199478202163745,-2.4363441755077693,-0.15841238018439632,missing,-0.4107616341783575,-1.0595486446102302,-0.24824004496883284
28.0,92713.78944924018,9.179145548226053,missing,-2.1252704226147197,-0.9359547751189176,-3.728478053508084,missing,-0.26189495133252744,-2.4362443329958703,-0.15851211254164013,missing,-0.41066203040401167,-1.0596482575355086,-0.248140316806479
29.0,92712.00977200648,9.17896819547835,missing,-2.125170502656959,-0.9360546131115504,-3.7285778935109475,missing,-0.2617951316623187,-2.4361445008121114,-0.15861182709975588,missing,-0.4105624500645101,-1.0597478447858475,-0.2480406066288723
30.0,92710.23027123633,9.178790860375463,missing,-2.1250705872460323,-0.9361544410780851,-3.728677722850837,missing,-0.26169532330302436,-2.436044679209737,-0.1587115234842198,missing,-0.41046289439919215,-1.0598474058048546,-0.2479409148383207
31.0,92708.45094773131,9.178613542997507,missing,-2.12497067680959,-0.93625425863422,-3.7287775416060382,missing,-0.2615955265874771,-2.4359448684646865,-0.1588112013292414,missing,-0.4103633652100984,-1.0599469400361325,-0.2478412418465908
32.0,92706.67180227907,9.178436243423208,missing,-2.124870771818011,-0.9363540653788298,-3.728877349905191,missing,-0.2614957418533102,-2.4358450688525313,-0.15891086028485366,missing,-0.41026386446259044,-1.0600464469421766,-0.2477415880553408
33.0,92704.89283574677,9.178258961739248,missing,-2.1247708726735484,-0.9364538609570799,-3.7289771478368627,missing,-0.26139596940415594,-2.43574528062359,-0.1590105000245864,missing,-0.4101643938536079,-1.0601459260247381,-0.24764195383491378
34.0,92703.11404890659,9.178081698022813,missing,-2.124670979622476,-0.9365536451104484,-3.729076935377743,missing,-0.2612962094789762,-2.435645503983245,-0.1591101202514187,missing,-0.4100649544681208,-1.0602453768407365,-0.2475423395075541
35.0,92701.33544232986,9.177904452331015,missing,-2.124571092716201,-0.9366534176988122,-3.729176712360465,missing,-0.2611964622386759,-2.435545739083383,-0.15920972070006018,missing,-0.40996554662547946,-1.060344799008772,-0.247442745340248
36.0,92699.55701654378,9.177727224716554,missing,-2.124471211831427,-0.9367531786888017,-3.7292764784892225,missing,-0.2610967277735499,-2.4354459860272804,-0.1593093011347922,missing,-0.40986616995589387,-1.0604441922043324,-0.2473431715492826
37.0,92697.77877223492,9.177550015248075,missing,-2.124371336739469,-0.9368529281140405,-3.7293762333951914,missing,-0.2609970061280717,-2.4353462448856997,-0.15940886134360555,missing,-0.4097668236693492,-1.0605435561455927,-0.24724361831459607
38.0,92696.00071015948,9.17737282400119,missing,-2.1242714672012553,-0.9369526660206409,-3.7294759767128425,missing,-0.26089729733475564,-2.435246515718859,-0.15950840113039655,missing,-0.4096675069260657,-1.0606428905742848,-0.24714408579923083
39.0,92694.22283086488,9.177195651030628,missing,-2.124171603059037,-0.9370523924144878,-3.729575708153735,missing,-0.26079760144688063,-2.4351467985976814,-0.15960792030740195,missing,-0.4095682191956133,-1.0607421952371723,-0.24704457416811362
40.0,92692.44513463652,9.177018496364918,missing,-2.124071744296951,-0.9371521072262398,-3.7296754275552204,missing,-0.26069791856024604,-2.435047093617979,-0.15970741868996807,missing,-0.40946896049555115,-1.0608414698734687,-0.2469450836006645
41.0,92690.66762176626,9.176841360033224,missing,-2.123971891052351,-0.9372518103044117,-3.729775134889326,missing,-0.2605982488175737,-2.434947400903448,-0.159806896095014,missing,-0.4093697314381971,-1.060940714211681,-0.24684561429371096
42.0,92688.89029277187,9.176664242087305,missing,-2.12387204357694,-0.9373515014371544,-3.7298748302309397,missing,-0.26049859239520073,-2.4348477205972303,-0.15990635234326933,missing,-0.40927053308079736,-1.0610399279760805,-0.24674616645452765
43.0,92687.1131482515,9.176487142586955,missing,-2.1237722021631487,-0.9374511803939494,-3.7299745136977713,missing,-0.2603989494775028,-2.434748052845545,-0.1600057872641403,missing,-0.4091713666387697,-1.061139110899851,-0.24664674028700223
44.0,92685.33618858192,9.176310061569827,missing,-2.123672367060893,-0.9375508469728869,-3.7300741853824495,missing,-0.26029932022790453,-2.4346483977790814,-0.16010520070132903,missing,-0.40907223315999774,-1.0612382627401016,-0.24654733597582476
45.0,92683.55941389168,9.176132999048768,missing,-2.123572538411881,-0.937650501038009,-3.73017384529876,missing,-0.2601997047660519,-2.434548755498339,-0.1602045925171671,missing,-0.4089731332666264,-1.0613373832895527,-0.24644795367405367
46.0,92681.78282434106,9.17595595503979,missing,-2.1234727162224836,-0.9377501425347022,-3.73027349335903,missing,-0.2601001031585447,-2.4344491260677157,-0.1603039625940775,missing,-0.4088740670470966,-1.0614364723808858,-0.2463485934982563
47.0,92680.00642030247,9.175778929580128,missing,-2.1233729003823214,-0.9378497714790051,-3.730373129388488,missing,-0.26000051542575736,-2.4343495095199894,-0.16040331083261564,missing,-0.4087750341272951,-1.0615355298823943,-0.24624925553270072
48.0,92678.23020219759,9.17560192271195,missing,-2.1232730907196764,-0.9379493879258601,-3.7304727531694613,missing,-0.25990094156162125,-2.4342499058691933,-0.16050263714675253,missing,-0.40867603388671614,-1.061634555686634,-0.24614993984085348
49.0,92676.45417024798,9.175424934457407,missing,-2.1231732870731004,-0.9380489919280468,-3.7305723644988062,missing,-0.2598013815591163,-2.4341503151271944,-0.16060194145795217,missing,-0.4085770657393194,-1.0617335496959972,-0.24605064648008107
50.0,92674.67832449773,9.175247964820905,missing,-2.123073489354252,-0.9381485835000365,-3.7306719632384073,missing,-0.2597018354326853,-2.434050737318295,-0.16070122368992504,missing,-0.4084781293811908,-1.0618325118099787,-0.24595137551459312
51.0,92674.67832449773,9.175247964820905,missing,-2.123073489354252,-0.9381485835000365,-3.7306719632384073,missing,-0.2597018354326853,-2.434050737318295,-0.16070122368992504,missing,-0.4084781293811908,-1.0618325118099787,-0.24595137551459312
52.0,92674.67832449773,9.175247964820905,missing,-2.123073489354252,-0.9381485835000365,-3.7306719632384073,missing,-0.2597018354326853,-2.434050737318295,-0.16070122368992504,missing,-0.4084781293811908,-1.0618325118099787,-0.24595137551459312
53.0,3420.1211980363455,0.3243941067653126,missing,-2.1230734665701805,-0.9381485975150162,-3.7306719636336507,missing,-0.2597018189146118,-2.4340507362950032,-0.16070122828332395,missing,-0.40847812798288596,-1.0618325124907086,-0.24595137479275866
54.0,47.739386488525206,1.2101270020637734e-5,missing,-2.1230734568612193,-0.9381486034872437,-3.7306719638020795,missing,-0.2597018118757166,-2.434050735858944,-0.16070123024072966,missing,-0.40847812738705036,-1.0618325127807908,-0.2459513744851606
55.0,47.73726690541303,1.4747996941940208e-5,missing,-2.123073397115983,-0.9381486402383865,-3.730671964838567,missing,-0.2597017685604428,-2.434050733175559,-0.16070124228609542,missing,-0.4084781237207402,-1.061832514565876,-0.2459513725922872
56.0,42.54535619040319,0.00010359927263047535,missing,-2.0978463782873376,-0.953666564676579,-3.7311096147751237,missing,-0.2414121833731171,-2.4329176917927122,-0.16578731793679727,missing,-0.40693005062755194,-1.062586254875167,-0.2451521194208469
57.0,40.821278497871006,0.00030113131161970714,missing,-2.0754785819131314,-0.9674257001371873,-3.7314976620208244,missing,-0.22519552495083348,-2.4319130683473413,-0.17029694245329083,missing,-0.40555743798499594,-1.0632545668654854,-0.24444345311211566
58.0,40.81558655242024,0.00030708143297223154,missing,-2.0744952562217596,-0.9680305825591611,-3.731514721566437,missing,-0.22448260504014222,-2.4318689028524427,-0.17049519614148897,missing,-0.4054970978888682,-1.063283947344757,-0.24441229897987374
59.0,40.815544855195505,0.000305751769760351,missing,-2.074563929892252,-0.9679883473591787,-3.7315135305340865,missing,-0.22453238465944894,-2.4318719866607093,-0.17048135385907048,missing,-0.4055013144087356,-1.0632818958727734,-0.24441447475796413
60.0,40.80567054337466,0.00031509476109569897,missing,-2.0730452943856745,-0.9689585075052908,-3.731541431825293,missing,-0.22339238241430498,-2.4318011703069784,-0.17080159613565812,missing,-0.40541839441183547,-1.0633289575569762,-0.2443664867235508
61.0,37.65949352825156,0.0005669314706366591,missing,-2.016199202983779,-1.0128892941065089,-3.732914847225469,missing,-0.17247120593476345,-2.4285985188428185,-0.18576467779694103,missing,-0.40448744409841714,-1.0654475455669012,-0.24259684730371706
62.0,37.40866758681873,0.0006967705456631917,missing,-1.9992366842753262,-1.0263477103195136,-3.733339775816063,missing,-0.15689784201534687,-2.4276175245601617,-0.19036622620926882,missing,-0.4043094514908596,-1.066096112074019,-0.242070023979612
63.0,37.39277884152575,0.0006683596428836283,missing,-2.0013110159997494,-1.025066651384674,-3.733303570377764,missing,-0.15840722891060982,-2.4277110583862886,-0.18994603238952745,missing,-0.4044352994725068,-1.0660338962682026,-0.2421357273323872
64.0,37.39260516769964,0.0006694590677935615,missing,-2.000977968801127,-1.025333011853749,-3.7333120051160433,missing,-0.15809916978857866,-2.42769164420795,-0.19003720540753924,missing,-0.4044324110889567,-1.0660467288888782,-0.2421253923358957
65.0,37.39256153857309,0.0006718339967799384,missing,-2.000781765897748,-1.0254785796398995,-3.733316491813434,missing,-0.15793006407818824,-2.4276810339208685,-0.19008644380224768,missing,-0.40442757899431886,-1.0660537362482831,-0.24211931132437667
66.0,37.16161886306537,0.0006980879960292687,missing,-1.9881502997813174,-1.0340946828486943,-3.733614175630484,missing,-0.14829974095546086,-2.4270761492881943,-0.1927614612079765,missing,-0.4044611856432592,-1.066362563418964,-0.2419707061666542
67.0,25.528666150317697,3.636551436489193e-5,missing,-1.1431673656540973,-1.6855212119009377,-3.7571544626055933,missing,0.5731474105996142,-2.381391301339174,-0.3991819954613482,missing,-0.43331578921394653,-1.0895489836118273,-0.2345677786244938
68.0,21.088053574767898,0.000415277417907709,missing,-0.9106218097615784,-1.8642064144391892,-3.7632854882038393,missing,0.7744556839897418,-2.3686793606926564,-0.45730911850149225,missing,-0.43673970419947894,-1.096731867948695,-0.2306228192155575
69.0,19.49919105333747,0.0005036473147430423,missing,-0.3832798489024434,-2.2660724753862307,-3.777442452914305,missing,1.2231411717596252,-2.340319428844581,-0.5859035470259487,missing,-0.44892677677274967,-1.1118385623077585,-0.2240207025190731
70.0,18.88564585145772,0.00037529748791965137,missing,-0.19396751811583224,-2.4096558807048014,-3.7826319458823416,missing,1.38202979254226,-2.330265319786018,-0.6311421375703192,missing,-0.45495458909818354,-1.1168771602165797,-0.22245801732965653
71.0,18.82176267112264,0.00040665382765374414,missing,-0.037585549127122614,-2.5294527904595148,-3.786878423477655,missing,1.5155378004950908,-2.3218220363368194,-0.669418019212437,missing,-0.45903437437473016,-1.1213314274075399,-0.22062838231680879
72.0,18.818558490154114,0.00039349614729473664,missing,-0.0223672020179377,-2.5410444330757396,-3.7872986594044993,missing,1.5283540118002854,-2.321010765403572,-0.6730694127639214,missing,-0.45954563713959173,-1.1217363718611404,-0.22050847124879086
