epoch,loss,regularization_loss,validation_loss,r1,a1_1,a1_2,a1_3,r2,a2_1,a2_2,a2_3,r3,a3_1,a3_2,a3_3
1.0,22.811015052002478,0.08033603864443663,19.33494018995857,missing,1.0296194553375244,1.7917594909667969,0.6931471824645996,missing,0.5877866148948669,-0.6931471824645996,1.0296194553375244,missing,1.0986123085021973,1.7917594909667969,-Inf
2.0,22.10639807026263,0.07719806493933073,18.604173322343446,missing,1.0396194553375244,1.8017594909667969,0.7031471824645995,missing,0.597786614894867,-0.6831471824645996,1.0196194553375244,missing,1.0886123085021973,1.7817594909667969,-Inf
3.0,21.2112909931285,0.07852019789696388,17.708887721109786,missing,1.0493123996465343,1.800357989650266,0.6983320943457825,missing,0.6067103625539294,-0.6732766610909214,1.0097791233727886,missing,1.0799671380997105,1.7732049208292626,-Inf
4.0,20.16960458287808,0.0801040613884642,16.697515487776624,missing,1.0588432661813922,1.7939532983217543,0.6911648302520919,missing,0.6124652211754389,-0.6639683171821678,1.0011610258290677,missing,1.0712312776577089,1.7720006143395812,-Inf
5.0,19.15234209645053,0.08193672680272587,15.695903843439137,missing,1.068373707394579,1.7863597679881151,0.6834183503060457,missing,0.6152737670436454,-0.6557985075950339,0.9966078777697295,missing,1.062255471122374,1.7764151810390179,-Inf
6.0,18.313995648734167,0.08402877499215351,14.842345668235382,missing,1.0780449747676788,1.778039525731538,0.6751596351032345,missing,0.6176258164696579,-0.6479006237743998,0.9951348520083192,missing,1.0529511676939387,1.7829571879553077,-Inf
7.0,17.64620584567591,0.08633831005290964,14.225498130387775,missing,1.0878804609375665,1.7691776166220199,0.6663506165626064,missing,0.6208503110781933,-0.6394211764371773,0.9936482141544101,missing,1.0433995701391723,1.7904536099727193,-Inf
8.0,17.14483056865761,0.0888301631730913,13.880309025475892,missing,1.0977241547469754,1.7604186108147895,0.6572499637134466,missing,0.6259719071086369,-0.6304538644263403,0.9906086750609345,missing,1.0339755762558238,1.7976864342870276,-Inf
9.0,16.870565226519943,0.0914650973349253,13.789081620090764,missing,1.1065989203221476,1.7542501629686738,0.6489595762764623,missing,0.6325052439513064,-0.6212978700935279,0.9853845140677882,missing,1.026372768412294,1.8012178126915843,-Inf
10.0,16.720967024281002,0.09414292698527137,13.751691262733816,missing,1.1114791789754948,1.7537878282667494,0.6446024817511506,missing,0.639498095956637,-0.6123104107534885,0.9787358330285116,missing,1.0239086260103025,1.7992181091617585,-Inf
11.0,16.536317020423205,0.09672296522479792,13.593201707526703,missing,1.1116061332877856,1.7571334670957113,0.6449019034357303,missing,0.6471597343322644,-0.6032357757745423,0.9712514735333049,missing,1.0258186040042028,1.7943317723665109,-Inf
12.0,16.281971804203337,0.0990942856687358,13.30767267341762,missing,1.1087096869810766,1.7625411977191983,0.6480923621740372,missing,0.6555147668380503,-0.5938358544339122,0.9630166564579312,missing,1.0302223839566775,1.7878605783596337,-Inf
13.0,15.982021341506485,0.10120252313048854,12.946338686964703,missing,1.1039865375331452,1.7692087202825575,0.6529943170770761,missing,0.6644335240451409,-0.5841107752137523,0.9541970298433251,missing,1.036137283722666,1.7803716929043953,-Inf
14.0,15.66996921458974,0.10304044639061925,12.560238919131915,missing,1.0981233905223662,1.77666766602069,0.6589110902221287,missing,0.6737386145425935,-0.574175884348688,0.9450168304354734,missing,1.0430159122267149,1.7722249643345358,-Inf
15.0,15.370507097733778,0.10462936748112231,12.184224440728272,missing,1.0915765275063585,1.7845675494774407,0.6653397322964136,missing,0.6832593520890486,-0.5641736286787115,0.9356962175054334,missing,1.0504853407192913,1.763710207740678,-Inf
16.0,15.095533363323245,0.10600442562860633,11.83598262105927,missing,1.0846890607884778,1.7926120295859405,0.6718612604916453,missing,0.6928607323826809,-0.5542258313696412,0.9264070541599955,missing,1.058256428837824,1.7550799939373047,-Inf
17.0,14.846430252441525,0.1072054553913097,11.520388567274122,missing,1.077731273898084,1.8005445885449434,0.6781137066997244,missing,0.7024539552530605,-0.5444140041319807,0.9172558920221382,missing,1.0660947954988103,1.7465522711884116,-Inf
18.0,14.617951725545637,0.10827187724298659,11.23466490169178,missing,1.0709131169880257,1.808149794812804,0.6837950253631518,missing,0.7119939870227006,-0.5347780854461172,0.9082891527840266,missing,1.073812927905221,1.738305800566211,-Inf
19.0,14.401577084847476,0.10924006531619643,10.972548171253269,missing,1.0643888361007767,1.8152570385939313,0.6886707484619053,missing,0.7214707739756949,-0.5253243903753271,0.8995085629169189,missing,1.0812683275250354,1.7304768911354904,-Inf
20.0,14.18767557440775,0.11014220342859082,10.727080319623914,missing,1.0582610070456544,1.8217416646322386,0.6925754072106303,missing,0.7308993806479593,-0.5160359053853484,0.8908872490239504,missing,1.0883621104798047,1.7231598896422975,-Inf
21.0,13.966491696498483,0.11100606859957317,10.492253535976536,missing,1.0525856156466586,1.8275224364731546,0.6954056521984745,missing,0.7403119145529975,-0.5068812838469547,0.8823821751763636,missing,1.0950365754923432,1.7164109899210218,-Inf
22.0,13.728133127464032,0.11185547091438867,10.263928755703322,missing,1.0473775706382298,1.8325561656648746,0.6971076088222814,missing,0.7497522246966266,-0.4978213010148595,0.8739422581584269,missing,1.1012720311110171,1.7102539150623073,-Inf
23.0,13.46163680151065,0.11271133672993337,10.04048403461636,missing,1.0426154348674999,1.8368308508180697,0.6976618785668378,missing,0.7592734112426837,-0.48881272033911916,0.8655129771126848,missing,1.10708381273487,1.704686099070505,-Inf
24.0,13.152872477168556,0.11359377204676549,9.823725862685377,missing,1.0382441648712004,1.8403584151644596,0.6970683876489449,missing,0.7689378504635253,-0.4798098356148752,0.8570384977606854,missing,1.1125205942398761,1.6996844915219396,-Inf
25.0,12.78040302184464,0.11452606253716502,9.620977476310838,missing,1.0341746050792326,1.8431676140170425,0.6953315687663003,missing,0.7788191857805876,-0.47076374008489086,0.8484620023328445,missing,1.1176652913193945,1.6952106150976034,-Inf
26.0,12.30699506347694,0.11554273568171042,9.450667180081028,missing,1.0302779590360487,1.8452972498252105,0.6924450332124844,missing,0.7890045893848807,-0.461618759408195,0.8397243375632507,missing,1.1226404889655914,1.691214820890496,-Inf
27.0,11.660957731439476,0.11670551321342258,9.35915490437839,missing,1.0263720602699309,1.8467898982787772,0.6883748541824728,missing,0.7995908823935381,-0.45230441686229944,0.8307602364304191,missing,1.1276219171592354,1.6876395847633636,-Inf
28.0,10.692744297844557,0.1181291316674496,9.482615421313898,missing,1.0221939907092727,1.8476884291324833,0.6830452888530513,missing,0.8106528136624611,-0.4427204703312207,0.8214908565295785,missing,1.1328663203829614,1.6844202439866343,-Inf
29.0,9.082471017515932,0.11998947683119911,10.382959891081413,missing,1.0173564252484886,1.8480492277928986,0.6763520101771193,missing,0.8221321172986773,-0.4327203607068088,0.8118210175164992,missing,1.1387585810597465,1.6814744352827256,-Inf
30.0,8.197907443995183,0.12242696658388143,19.3382338492948,missing,1.01136084529405,1.8480581275030679,0.6682838905126701,missing,0.8336744026668896,-0.42216826642637983,0.801786870429306,missing,1.1458119295967735,1.6786377565051098,-Inf
31.0,7.308975570912042,0.12349425967784726,12.1186746444894,missing,1.0146730751981603,1.8476604517867188,0.6695748972973838,missing,0.8305675872933933,-0.4258115181094313,0.8064496645056737,missing,1.143873708839214,1.6799818231294452,-Inf
32.0,7.758704097596949,0.12463431411668932,10.28851046682015,missing,1.0165631464875915,1.8482421790943715,0.6701285460564536,missing,0.82856550180773,-0.42854833700686806,0.8102532143663381,missing,1.1434785096506275,1.6802176786905378,-Inf
33.0,7.918805708648402,0.12536560594280324,9.514411405698185,missing,1.0169574547893676,1.8496462656175614,0.669870160292724,missing,0.827644818474735,-0.4301537494531309,0.8128488429059965,missing,1.144515101561049,1.6792897087329945,-Inf
34.0,7.769944896229675,0.12552258167255184,9.197458155792738,missing,1.0160286561442782,1.8517808681399321,0.6689263178495352,missing,0.8276411304194566,-0.4306837439631324,0.8142495120612977,missing,1.1467573495557568,1.677283285920656,-Inf
