Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-1.5770717963532788,-4.360002018468114,-2.88402198729643,-1.7519395633826313,-0.22217990662186402,4.069936760279272,1.168709495923542,1.075454068241,0.9183378778910622,"(77, -1)"
-1.577715615583423,-4.36062152330536,-2.884093742834489,-1.7516664108926814,-0.2221437535265162,4.06985492897757,1.1686961301646657,1.0754557692564584,0.9183285814824437,"(36, -1)"
-1.5764627904438957,-4.324324263927522,-2.8824518023680556,-1.752424359014598,-0.22192662842370656,4.069968549034156,1.168696185397875,1.0754590340655557,0.9183809744928616,"(15, -1)"
-1.5770058370399855,-4.3695029727014205,-2.884250945518341,-1.7519147320120496,-0.22211119886361658,4.069956335996775,1.1687066355319227,1.0754571756599645,0.9183373212428346,"(88, -1)"
-1.576915304362093,-4.604687883227035,-2.890338338760908,-1.7506824551757019,-0.2220388561957215,4.070071467547581,1.1686764285055349,1.0754196043082822,0.9183962352990781,"(22, -1)"
-1.5751393749830767,-4.165251963073497,-2.874797426046947,-1.7546184414096717,-0.22468041561418337,4.069787941315773,1.1686255265618661,1.0755782213792549,0.9181147085600079,"(79, -1)"
-1.5771361265672446,-4.814915682317836,-2.893365761164507,-1.7499441638973263,-0.22116571489770548,4.070159331934088,1.1686868521619735,1.0753629381712044,0.9184190374517103,"(55, -1)"
-1.5268900711435953,3.8350046357119445,-0.9252782621183934,-1.691859400456523,0.1307840212961789,4.2156975843897895,1.1888105259722093,1.0703618931514092,0.9196073171729068,"(92, -1)"
-1.5268923671763857,4.968180692397048,-0.9252722058460521,-1.6918583211422353,0.13081532535157664,4.215693439444125,1.1888128946220136,1.0703598019769631,0.919607173311075,"(43, -1)"
-1.5268748108891177,4.999999999898078,-0.9253181098423385,-1.6918877183429886,0.13090781033797325,4.215700794653863,1.18880532662331,1.0703697113406863,0.919610827506716,"(9, -1)"
-1.5269420373350304,3.9110110873188337,-0.9255396967972274,-1.6917925667416525,0.13169083856162478,4.215759928927196,1.1887888541854648,1.0703606613740002,0.9195910868162626,"(46, -1)"
-1.526829071488879,4.891013021827627,-0.9253076863830766,-1.6919813855796138,0.13153864018524342,4.215660566900249,1.1888114577025852,1.0703654628417756,0.9196023131765038,"(40, -1)"
-1.526901852162585,4.643220051942326,-0.9252606413607659,-1.6918072051931803,0.13092132963144404,4.2157507587158785,1.188828257874594,1.0703592573441563,0.919630759835162,"(94, -1)"
-1.5268683992855023,3.2667878274559623,-0.9252688617355037,-1.6918963891524221,0.13090292754816066,4.215693483488348,1.1887998723980968,1.0703542037600053,0.9195957815901672,"(86, -1)"
-1.526924914938138,3.3696834113501057,-0.9259009472550145,-1.691777356038271,0.13105315486734245,4.2158097652633355,1.1887610778826114,1.0703235619689762,0.9195734437738748,"(75, -1)"
