Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
-1.8489175796422472,-2.028786360294086,3.4649077221551536,0.34661896882247056,-3.8003068583239656,4.038849776897159,1.3665765958056415,1.267134639433415,286.9960338193795
-3.687804552855467,1.1964549747015578,-4.481171800760627,-1.9753441068099233,-3.2401459786004003,-0.9276580429198624,1.9366519727983782,1.296934655369519,317.7751387057751
1.7788232407866547,2.299935776288038,3.887354974405623,-0.48295320061768976,-4.494302692153465,-2.006218259004475,1.6844508968071619,1.6846779595029107,330.0994676041752
-4.398188900642513,-1.0243780779116394,4.460022283541713,0.37696906243716555,-0.07817114630445587,0.006790532915487368,1.5871771597114561,1.6181156819204645,330.55155624670516
2.121558632040844,1.804371971618278,-0.37137365703972414,-1.844992507366082,-3.911995674198342,0.31554500668808316,1.4878918476691805,1.146710310847757,332.4549416806339
2.9159633363169846,-1.3302031518078374,1.2693543474373605,1.7742819521467101,2.8399405202739114,-0.39200383701596664,2.1852658115449666,1.349544374302237,332.50711371517093
2.026280048080875,-1.9465933029644082,1.3605874135200056,-0.3599900439497219,-2.5815508649775336,0.8913753410880378,1.8914077981153463,0.993489907522255,336.97487284193835
-0.1824890321594328,1.8364101210236505,2.3883544731066664,-3.2372485735437055,3.434764382459827,2.253460262383963,1.81337281053084,1.8514737423476868,341.13376056392684
2.6958411154067665,-4.034457160207235,2.2851079752102246,-2.7320005809008516,4.227671150526099,1.7119520392849417,2.385130111346,1.3547544230820758,346.1144810667371
-3.0675059608548945,2.7389896496951547,4.802792629995322,-2.747471951684508,-0.5978760332349289,-2.5884170457531477,2.3359426693488654,1.599472063813665,353.34963141813506
-2.1972959564510566,2.0847655916311725,2.6303920944175774,-2.664168685093164,-0.2744315047918997,4.135829700287022,1.4941011842931395,2.132820751241514,354.29451051106975
-1.423506930700964,-3.5022192354208026,3.4504574220221897,0.9765736993532972,2.7541812003057817,1.2027446262611283,1.8648969591501476,2.0246548499151977,354.89745602668324
1.0885088842214552,4.094621645889774,0.8125742574621455,-4.999717115271692,0.4731098106701195,-2.745570133078515,1.9174477880820078,2.096470442049645,361.9896173829081
2.0322064415641963,-4.592869393129103,2.5782929762986493,0.8048647018552932,-3.990463097772384,-3.8320064060444254,1.8422310466855851,2.1492683042570064,363.1837985169499
0.6372614456221637,4.463964457451066,3.0899098337968685,-4.396617997050442,-2.661930760541366,-1.562035608504777,2.4147235264336944,1.6991572326889592,364.88448557911755
-1.9164704011115545,1.0041457002827423,-0.14625589391792104,4.999160088100242,-1.4145550833621452,4.303024743585217,2.081459651178071,2.0777678839311005,365.7641332922534
-2.3155441993728947,0.5358936380983135,3.661075666453314,1.826193773044701,2.6532578647939706,-2.8192151680119535,2.7472357095851034,1.200403715762289,372.0648526404323
-4.882360473318732,-3.913925550774994,0.8380081601983562,-0.3466892557893626,0.25354157919456366,-2.209894081682702,1.3379663738960055,1.1263210586190553,373.4886819668267
0.5932681451658004,3.8074693981242707,0.8707066394340393,2.785461974375596,4.440641686995008,1.4669614974792182,1.5559267839000333,2.2326872431778266,375.48375478571995
-3.5058876612573338,-0.11393675823033433,1.012031985231717,-0.7709804983345476,-4.7469674985119665,2.7267424063067143,1.590461118071672,0.7791035030439168,385.1005913744238
