Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
-0.9429419794520051,3.2994152363319103,0.7557121657128762,1.7166975212394942,-1.8175578635324041,4.780026471394924,1.0158211063399891,1.8232630875649676,1.476866573562143,512.462160520329
1.6971664630898537,-1.7891229163939841,4.184412886679942,-3.860388406265148,4.501025829240042,1.113170825340016,2.199299778833705,2.1709648830172625,2.040274316786994,566.9280158823644
2.9711145871087457,-0.948822638338914,-2.1930858215880793,-0.6173173478448009,-1.9959082795828884,-1.8879552767148269,2.9765135061829344,1.6371565932494843,1.6984306575155497,581.3335491324979
-2.1240220820504705,1.2546640336113812,2.129763913483621,-2.296983962182946,-3.819565927052509,3.62594052081727,3.6416131289937343,1.9325594067165506,0.5648498158267143,581.59141144421
3.1286125885303484,3.5060827955101956,-0.060844001650470325,-4.120916198382778,1.1169368001569158,-2.278204153365988,1.6498049034735862,2.411469232481479,2.320200274812808,605.7747412827448
1.3858585865757238,-3.1923902474340786,-3.532655227018528,1.9797658771494744,3.723780149316374,3.211572426205663,3.406765152863084,2.152012219582449,1.3291792538463074,610.450525325928
-4.782968136713033,3.6777383471395346,2.4485241084445484,4.343908457483053,2.44805300540036,1.5502130707740482,3.292230364524894,2.4504874237271004,1.2837339859739032,621.7190865128608
-3.497961117177346,-1.9196945362629192,4.026639103938072,-1.0738217747240282,2.5668241301703576,-1.4794241003431372,3.532121679220694,1.6951224659509645,1.7552133619524044,624.0998170329995
-2.4329483068690743,1.7518819162966137,-2.4149989241896623,-4.787973576310081,1.1836224745303028,4.429252753425711,2.485900843850847,3.12939894915206,0.5364682096453759,629.5046174032104
-2.3251769817967585,-4.7920290075690435,4.199554773000736,-4.415786024883759,4.034083823284359,2.4372520668610287,4.031098508071471,1.4119589010042732,1.0744400125261953,632.6366420420492
1.8065261745998686,-3.3587967660526417,-4.645166815698078,3.562214514525719,3.778759179453141,0.6298979835083864,3.439504821578442,2.1425701683205887,1.8674592075070002,640.6665104363102
-3.5243502984407584,-2.042840889078713,3.5473849374812296,-1.7932785956136716,1.4179340197721713,-2.4193487826893314,3.813629139393983,2.0185492338784634,1.6315342972130527,645.6524537743795
4.019395200239293,-4.514454678998584,-3.6778340202405007,-2.1798211552838715,4.064427923234145,1.300129960159408,1.4129660492190297,2.8964310975533314,1.155855489185143,656.6699158490443
2.3125763836011686,2.027120277985799,-2.3034476483718747,-3.333274844314678,3.737623441149495,-3.975717268309392,3.5555889505847595,1.9460634801011292,2.2328902967723376,664.5092814489872
0.41352549466018385,4.950941875184892,-2.6559159025001198,1.9316054052519727,4.255121627879978,4.255042341065398,1.7712203564371993,3.5362074340309597,0.9281373511599531,665.9512009916324
4.695732710453351,3.227700565032256,3.951318944389909,0.40456445111378336,1.6013320546023202,-1.6249701567582604,1.8721805723120122,4.203886321426328,1.4565240544076978,666.7718347035384
-0.40383192962005676,3.426150980965824,-0.5328039640769324,0.7487905984561145,1.745614143332011,0.00954734373979882,1.963655969630521,2.423025300725957,3.314201056954456,667.2877879174387
-1.6131747205434088,3.0739219800111073,-0.7650404616777005,-2.053870277634709,-2.572069226076191,-1.6063045496802482,3.2806560067179262,1.9541327297398725,2.6711657178060886,676.7655706124472
3.8109859174931877,3.112590442833639,0.6827080794685898,-4.638970474596196,-3.073575870541143,-0.5444326407440645,2.3557963052292408,1.582656301852328,3.5823189292693876,677.1719704388025
-1.2537032629316918,-3.3438151817708026,2.4866586000377557,2.8896991821729836,2.9281121079412618,0.4863068038452809,2.985863005858679,2.7870499438179976,2.272706974392146,681.4281614535698
