Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-1.2989320711708583,0.724489898034289,-3.1380577247377817,1.2075285246911565,-1.8122182344165318,4.5005162344813385,0.5533188705708145,0.8789968364374371,1.1939594828166762,"(20, -1)"
-1.298860672420005,-3.304529497260752,-3.1366729601035113,3.170087857061563,-1.8124804545143196,4.5005264398071825,0.5534045177256964,0.8792452155655252,1.193617273098984,"(98, -1)"
-1.2989272781451566,-2.0529230511433822,-3.1379589678802384,-0.30638593326691504,-1.812236298447699,4.500497919696346,0.553370561172593,0.8789895735299601,1.1940887493796941,"(19, -1)"
-1.2989527647323509,-2.0030395350714816,-3.1380256001651703,0.7607025025117277,-1.8122219915896118,4.500502796304429,0.5533151744604017,0.8789832061048714,1.193960911021016,"(56, -1)"
-1.298446291601488,-3.605419781057955,-3.139116088387711,0.2016938114217405,-1.8121336694627628,4.500689411719847,0.552467951029326,0.8782326951734863,1.1937379343954797,"(95, -1)"
-1.2989809974523416,4.810183267928142,-3.1390930256119813,-3.6541806801702514,-1.8120357187284621,4.500510508097059,0.5534527325331164,0.8791087917823247,1.1939933292541445,"(53, -1)"
-1.2989464411706224,-0.030390568017466837,-3.1381577674228764,-0.1899486926595484,-1.8122001374622168,4.50049301708779,0.5533608870535884,0.8789577561159811,1.193956722427056,"(81, -1)"
-1.2989172931679425,-0.10709287508835647,-3.143240571527806,-4.303081255200923,-1.811154550591103,4.500517737357458,0.5536326331219111,0.8777615384679441,1.1946358624198685,"(73, -1)"
-1.7064663053314348,-1.3116142658635672,-2.725519523681187,1.0243799811303402,-1.7623784012140271,4.471638103335877,0.5214097987624263,0.9785335401161861,1.1644522388470215,"(52, -1)"
-1.7059500954248874,1.4752044661047734,-2.7251118043501417,-1.9002945703632774,-1.7626486499944753,4.4716941332390165,0.5212357376731304,0.9782749592650981,1.1643904986671443,"(76, -1)"
-1.7061946506833787,-1.4466945795390649,-2.725482972695099,-0.6183202234767425,-1.7624833981943941,4.471686329340618,0.5212317259440582,0.9782506487762652,1.164322142146365,"(70, -1)"
-1.7040928779739708,1.0582327587877551,-2.7212884315783383,-0.810985659243519,-1.7640576199334272,4.471833343497824,0.5211534271148012,0.9785376537760574,1.1641562111060066,"(35, -1)"
-1.7058685166659537,0.3390081121117992,-2.7249234251332606,-3.13395320700882,-1.7627181721671963,4.47171256996194,0.5212690233058215,0.9783624298185886,1.1642870914324936,"(79, -1)"
-1.7075826796621978,-3.6933526945979582,-2.727689050569363,-0.5653932128383526,-1.7614720498228846,4.471675441550845,0.5212366728231065,0.9781169658904766,1.16446680661727,"(47, -1)"
-1.7125105946589019,4.87736933786103,-2.7375553925444303,3.016746564915374,-1.7577572396337744,4.471698433520131,0.5209635300500227,0.9779247830827419,1.1650316671056296,"(27, -1)"
