Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-0.7509201126974329,-3.337565480987862,-1.6903369979450307,-1.7903864431421699,4.076361642361732,1.333112763478114,1.1806569425640068,1.0045405791005872,"(6, -1)"
-0.7509157751630257,-3.23476986431553,-1.6902429827089254,-1.790385915111482,4.07638894012119,1.3331314496745437,1.1806784362670044,1.00454279803346,"(10, -1)"
-0.7509219435302601,4.98518254425876,-1.6903631637489371,-1.7904138946416899,4.076347951281209,1.333110727580762,1.1806675466967693,1.0045501496853233,"(66, -1)"
-0.7509146097545586,-0.8843934697046302,-1.690280879725619,-1.790414002647406,4.076363599881509,1.333097720381983,1.180691615683289,1.0045504222293333,"(64, -1)"
-0.7513873595917699,-0.4881078347625866,-1.6903765637904897,-1.7902047977049484,4.07606773191765,1.333050806293646,1.1806889638188822,1.0045585651409854,"(95, -1)"
-0.7509737608714665,-1.8765364945486431,-1.6902076022704153,-1.790378050498502,4.076327686751109,1.3331021154970943,1.180690921672228,1.0045580017050306,"(89, -1)"
-0.7509246749620981,-3.8965479713073434,-1.6902434520517369,-1.7904262666208397,4.07635381038484,1.333107825437183,1.1806782316733921,1.004550663605146,"(12, -1)"
-0.7508836160671968,2.921753947857457,-1.6901180332687717,-1.7904934880108654,4.076389776646326,1.333153900285166,1.1806743090646301,1.0045221138626617,"(15, -1)"
-0.7509323035312767,4.084702920399096,-1.6902257368428546,-1.7904318532398096,4.07635230155502,1.3331045761211329,1.1806787163079326,1.0045504726186578,"(59, -1)"
-0.7509599143085476,-3.099462198315531,-1.6901587929919086,-1.7904596964440707,4.07632245419531,1.3331045285871168,1.1806802746521095,1.0045513573076532,"(25, -1)"
-0.7504116513011794,3.2228081328151723,-1.690091436616737,-1.790383489149934,4.076797292297638,1.3331679163233385,1.1809164340399114,1.004781247177633,"(17, -1)"
-0.7507741607730305,-1.952849461156724,-1.6901733198289202,-1.790490100972956,4.076481096525937,1.3331645891462873,1.1806915894306085,1.004519704525231,"(79, -1)"
-0.7510264695086265,-2.8862799921845537,-1.690150001423404,-1.7904504815113,4.076278200497572,1.3330934678278674,1.1806637436105234,1.0045686900985904,"(20, -1)"
-0.7510816575157065,-1.1621995701342798,-1.6900348250502484,-1.790526614755822,4.0762472455740575,1.3330980917610005,1.1806010119726404,1.0046804581491626,"(41, -1)"
-0.7507969801348676,0.15268688277478148,-1.6901846099512878,-1.790450654315999,4.076473947896341,1.3331012106033473,1.1806768188640997,1.0045395621574176,"(35, -1)"
