Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-1.5361234985181051,-4.999999279109831,-2.3551517800657487,-1.7888245900709745,4.660170284217831,4.1979020196660946,0.4773422567773063,0.3946753248979224,0.2680116160268752,"(69, -1)"
-1.5355291981756825,-4.99999994554644,-2.355367543836474,-1.7891589120947502,4.13913444669266,4.197929297269005,0.47736293960926773,0.3946879416468365,0.2680544680239758,"(52, -1)"
-1.5359884264711174,-4.9999995626538345,-2.3552175448788146,-1.7888972265530494,4.747493762862959,4.1979098370226815,0.4773011073922336,0.3946926574122784,0.26806115673590647,"(57, -1)"
-1.5360779289028228,-4.999999999995893,-2.3551719504938227,-1.7888418133032693,4.937896755552091,4.197906948954084,0.4773369491139884,0.3946772398817067,0.2680296490688442,"(29, -1)"
-1.5352466199463868,-4.91503991483221,-2.354911516330874,-1.7894244330511706,4.9999037450877735,4.197976027984374,0.4773768178670418,0.3945682763410143,0.2680290402129933,"(15, -1)"
-1.5360521275639658,-4.974197205135496,-2.355084386854254,-1.7888742269447675,4.639373574289202,4.197916250739367,0.47736990712530775,0.39467524043107005,0.2680174863772133,"(8, -1)"
-1.5357167319965188,-4.999999581498056,-2.3553144925254297,-1.7890545351586689,4.3905918263366415,4.197928877858195,0.47730027524652036,0.3946910815443407,0.2681137975404953,"(96, -1)"
-1.5365539802683568,-4.9999999992078115,-2.3550326435433275,-1.7885580806699326,4.24951110609752,4.197887430136872,0.47734114186669657,0.3946135028442407,0.26802437395480716,"(55, -1)"
-1.5357819778395692,-4.99994410937502,-2.3554173040986983,-1.7890157589171876,4.2503095120168215,4.1979010808981085,0.47716978662290654,0.3948236388885224,0.2678749248317209,"(3, -1)"
-1.53674141481953,-4.909192004752763,-2.354744507818622,-1.7884949561481764,4.3787601082262855,4.197894407205823,0.4771735052704727,0.3947443701930358,0.26797567314590487,"(31, -1)"
-1.5358664246140215,-4.999977974807163,-2.355129995882762,-1.7889804643364422,3.9043670030615947,4.197920469460823,0.4774368815864758,0.39455610135673436,0.26798681845555455,"(4, -1)"
-1.5361268828535732,-4.990477072527758,-2.355088000129173,-1.7888253893220416,3.994501960096375,4.197909158576446,0.4773450721857675,0.3946206183277858,0.2679972511503825,"(79, -1)"
-1.5365000875121342,-4.870935958916199,-2.3544385417135674,-1.78869941808285,4.064428345223741,4.197949302364923,0.4775039039449777,0.39443233128637345,0.26791554810920015,"(13, -1)"
-1.5367202324844684,-4.845039640945762,-2.353947829794696,-1.7886185733860251,3.92995631420326,4.197934412417974,0.4775000463346593,0.39463213883378245,0.26794540748527834,"(91, -1)"
-1.5454766878638457,4.344349065242401,-0.550962308373144,-1.5927546424477437,4.694807691502612,4.255526506923284,0.7427761761144813,0.42159583953018004,0.43874490057913856,"(97, -1)"
