Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
-2.466358509873513,3.1609759356103453,-0.40235536039784314,-1.4369960078860897,4.717819972908385,-2.735492770266986,1.7369428337702324,1.169348863404906,159.84676706939115
-0.4876718817612975,-2.529258666111164,1.9092177654846454,-4.487436891011662,-4.853594261227946,0.5128870614924814,1.614456713994067,1.4075151944340956,161.11441248868152
1.986085848658047,0.7289038072581135,-0.5303718778228417,3.792604748718256,0.57445919256641,-3.1923373402597215,1.9758762404101606,1.2390631925510451,161.32806638729187
3.853997140886335,-0.14243744468677377,-2.182481401261007,0.7189733433037659,-0.6847120852465869,2.470870809797127,1.8742173140080212,1.0960674261355976,163.89089791715128
-2.2016665135851277,-3.4189054175658367,0.17129893001911345,3.014598577186913,-2.9013281405976135,-1.5904478973620866,2.0627157502957427,1.2087807625832987,164.0180948387289
4.605181923216167,1.5937024668473843,-0.5943217894625841,-0.3259272578654757,3.415491257926325,2.7554266922349013,1.750397576847793,1.6385790171581762,164.2467569633496
-1.3191601974086495,1.8802422119751894,-2.828973728389816,2.7003162180950477,-4.638134906352492,3.783970036450878,1.2727956131298903,1.9557655867420483,164.37431797794915
0.03612349073380461,-1.6459816042900801,-2.681484372702783,-0.49260015583453765,4.381739942735132,-2.276535054405966,2.025602608897385,1.1244818058633497,165.65888177832724
-4.045319675972545,2.257890705499122,-2.9521995848419396,-4.3243697835309245,1.0266730864825915,-1.3061444126653035,1.7125091717398666,1.0547890500631274,165.86439248454414
-1.482799244338385,-4.219812605010438,4.35651926258477,1.8963112314580517,4.6821003188197565,-4.63227134319559,1.519060817793604,1.422161057386707,166.42058297840526
0.2446563309311136,0.6730540965689045,-4.6561406306202215,1.14382162372819,-4.778973077511411,-2.259496776542797,1.6624314900159556,1.8901724962611057,173.2784855013993
1.1071401415773154,-0.8240660432270284,2.0064380560923585,-4.492995976543602,-1.5916812718745827,4.7222553623718095,1.5654449488079534,2.0214808705660854,175.95651382566504
1.9170872849031442,-1.8738532419650133,1.6566846957738743,1.7821636677546024,2.0092907110528113,-4.922696412758916,2.623037627171123,1.2766476889344425,182.08698389869855
-3.9358508660184013,-2.8364864501524294,2.4116018078742805,-2.577182322957426,1.60069261360447,1.9561226136024086,1.2834089134248305,1.1144727259272447,188.22922047797715
-1.5610744050624294,3.3041667274094113,-0.0918195087649023,3.8503206604312794,3.624792389614038,0.8755219364820279,2.1415670432704292,2.1901669676587243,190.49713440411068
2.040739147805496,-1.608775688952591,3.263456343491523,0.10592879495935925,1.587856187867974,0.1004241202099454,2.285950396286789,2.0668757526745862,190.70863571199604
-2.45945115775863,-3.9422407038823497,-2.2166761971430535,0.5962557831443167,-1.7917679333969732,2.4269122932006146,1.911293505068997,2.3863222399335005,190.79804873999808
0.9338717848564055,-0.6497245712233486,-4.826756463709565,3.352792725493849,-2.443697644520189,4.287439266265695,2.318479115914977,2.1897495377991802,196.18414736042675
0.2811684320423504,2.225881506600743,-1.4756079667803732,2.754125116076313,3.0917869166219294,-0.6528615591809439,2.4963226888714205,2.05163937242875,197.47676305879415
-2.325245628014892,-1.2159556038308175,2.052184198542408,-3.343151220544269,3.29826094360336,-4.049500347809435,2.5398461480301746,2.039388232738631,198.59472688907746
