Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
-1.04855148436899,-2.64556585315359,0.7579201657511501,-2.195412175500506,3.9968557175089803,1.0275651697556327,1.4189619461924083,0.7482798335455074,399.9359241043817
4.793501799094145,-0.04763835601516142,-2.661482033031771,-4.205987273162401,-4.981347719110258,1.6734715429752542,2.0205591595108903,1.0576966538095824,527.7277954807979
-4.661626278806157,-2.8330168468797257,-3.3770431055185846,-1.9668451408269632,2.354773011463312,1.319805848653135,1.327829795861751,1.0429246962064909,538.0811901656156
-3.3357230748657383,4.08180764096803,-2.7720896705009395,-4.371786296675026,-2.12621615953948,2.409086722718671,1.7186670536626014,1.9380726295755055,555.053955080553
-4.609344110548548,2.134450055377247,-3.188854165953513,4.946242441291966,-4.260843933025206,2.49887714420643,2.822889928348199,1.1937504669825394,592.5571743765763
3.5345446858547955,2.8062820810732116,-3.676612678216074,-3.8954810885976165,0.8167015625696674,2.024876703923038,1.4613552181068004,2.4939327939136433,595.1412133550765
-0.2930534173547965,1.524272095722722,0.7854523791303158,-3.4005742330661755,4.347686099683536,2.986335807364906,1.7264300923424898,2.256386044235546,604.2489230019225
-1.2169769464529883,4.489316338777186,3.109567213266093,1.2056526733531943,4.824548866264394,1.3090201015589775,1.6139205019886091,3.727290116179745,627.6960735671477
-0.8913007972735993,4.995484109351695,4.819566529453642,1.9400762266837104,-2.627299762341507,1.3400619179043671,1.8635187944420695,1.5344451389757978,644.0747909615125
3.4343539489390693,1.1808455866783998,4.415402558063944,-2.2437993123979942,-0.7988158551615507,3.1889476596126727,2.882550200930403,1.1528953362837955,648.6802924578755
1.6470856254189865,4.4314968110307635,-3.961074630185422,-4.000076111275403,-0.33532322349151755,3.1263113925504307,2.0788528348992896,2.44214835313623,655.1946077184344
0.6871307480241162,0.29519054971329695,2.567121153405896,2.202633123948771,-0.590888259348402,1.9364175549754412,4.098810184150675,1.299291117485084,655.2988579334082
-2.9787220034418813,4.38472398742684,-1.7595879892702748,2.658311655500201,-4.858642302632352,2.1767028227504515,2.8532171078665245,0.8126493840385915,657.1996939966677
4.472332725279539,-2.685620009318768,3.9710477109232016,1.4467884330513145,-1.530988427935755,3.2620581761370673,1.7015078176178573,2.8638546659152553,684.1934902218665
-3.6073698875248783,-2.15398305938355,-3.7402350842819683,-4.508928009715488,-0.9313730134705356,2.8021407767569286,2.278982186554077,3.0342412258492075,687.7566888501472
-4.480379152140787,4.819552058635949,2.653032099088808,-3.8510005914292926,2.826907301809566,2.3693158582111815,2.8140629012712006,3.009702201601801,692.4421869708929
0.7002310746178448,3.7081281598300357,-1.4396219760840676,0.30095215109616547,0.010135592373398339,1.6843746781452973,3.9023389004347173,2.07272838960545,692.4828112996453
-3.4207708064318654,4.56264308879212,0.3530090116394753,-2.4166720080543236,-1.3482120603269054,2.459952859405523,2.0653391913200094,3.6404329014032566,694.5927410366866
-1.8676624235079098,2.9168494990668394,1.0399960598747242,1.8788994895498048,-4.458019043260073,1.863261208225671,3.8474417948677555,2.3315491225581315,698.2444940871504
-2.758908789553602,-0.8458787645373889,4.239459155023562,1.3694989743398223,-3.0396275535497246,3.5470459008853226,1.2602140055412843,1.1200646414343884,704.0205557372226
