t,u1,u2,u3
0.0,2.0,2.0,1.0
0.125,2.2342620857452977,1.1224512856719866,0.21835048050366793
0.25,1.5469769409168375,0.6365509746621233,0.09384270319630288
0.375,1.0223605519745946,0.4151295505248114,0.06553269557653973
0.5,0.6913260488047723,0.299120036957098,0.060478517237975316
0.625,0.47981790786419376,0.23016458088235311,0.06596085746721647
0.75,0.3401291816311629,0.1853945939711675,0.08002447575367172
0.875,0.24531269774526748,0.15464457292515787,0.10425536959633327
1.0,0.17977890868448823,0.13295607982731555,0.14266500061749715
1.125,0.1340913009952566,0.11783562556158068,0.20204228572697105
1.25,0.1023092629199628,0.10818987494456826,0.29297489903711277
1.375,0.08062363208385735,0.104005899407938,0.431319335676576
1.5,0.06667444034483717,0.1065861875180831,0.6396849269642152
1.625,0.059318706441353654,0.11967322080294276,0.947247471005769
1.75,0.05892131105461871,0.15283930664668546,1.381900253495077
1.875,0.06885273256743646,0.2313935445226513,1.934921776386109
2.0,0.1009675839843148,0.42063813228165997,2.447255437376915
2.125,0.19458157641849227,0.8242435293055257,2.437025380615578
2.25,0.451547963791434,1.2930057184599115,1.600429267061225
2.375,0.900545879872775,1.3253285814235911,0.7431821700033894
2.5,1.1700381428063504,1.0086690221498,0.3394784460809978
2.625,1.0827657739518404,0.7037008358199718,0.19267865277277255
2.75,0.8610087334774662,0.5023022383168314,0.14106603862812403
2.875,0.6510652716082901,0.37665018411105083,0.12659564941779852
3.0,0.48683001683250243,0.2960535729113014,0.13149435950435442
3.125,0.3652374831119306,0.24231768384583077,0.15138104182190096
3.25,0.2767489179733983,0.20559314442953527,0.18739376334414257
3.375,0.2128720105647068,0.18064159564546928,0.24416877800300024
3.5,0.16728285517612348,0.16488078704377168,0.3296509875724973
3.625,0.1355812916666647,0.15756816689148595,0.4554329817946804
3.75,0.11495458103039125,0.1597737401116438,0.6366742753021044
3.875,0.10408920207575884,0.1752528529051885,0.8896958664607905
4.0,0.10358584940038482,0.21293667627325732,1.2223921064567682
4.125,0.11750702253132024,0.29239213417577214,1.6063657444878905
4.25,0.15772671261709212,0.45019117666070796,1.9181441014864997
4.375,0.2534311708808123,0.7163325891203712,1.9068355497082248
4.5,0.4525260244782254,0.9949350350067548,1.4459360519643225
4.625,0.7403966063582925,1.061204117751704,0.8668924797420167
4.75,0.93740678242209,0.9032459955975215,0.4922260992064548
4.875,0.9268576883283851,0.6937645862514066,0.3128787921119542
5.0,0.792750683361286,0.5265474027644673,0.2368069690432801
5.125,0.6355341442394754,0.4101673852384007,0.21086130300469347
5.25,0.4979795376662976,0.3311693202627604,0.21345689951290844
5.375,0.3891697265536087,0.2773551244542915,0.2377146498493929
5.5,0.30675718278536834,0.24090677470800362,0.2836964213047915
5.625,0.24600215436389514,0.21742410283456395,0.35556817539421487
5.75,0.20260158340988707,0.20494744704955922,0.46052544069446905
5.875,0.1734399093589916,0.20358196427100309,0.6077797796529528
6.0,0.15684644805594758,0.21582021265325027,0.805916695939289
6.125,0.15300840277223868,0.24774798939041456,1.0557317151922168
6.25,0.16503047273959773,0.3111614714952125,1.3338577435612835
6.375,0.20126149801671314,0.4241174851904999,1.5656845153302539
6.5,0.2786197827055307,0.5971611474574094,1.6166897930187125
6.625,0.41886450676270137,0.787063268926001,1.391859121951095
6.75,0.6129404911204679,0.8824350680458539,1.0027067986706344
6.875,0.7754921087801521,0.8297520995567411,0.6632963326692682
7.0,0.8183359758987298,0.6964463909137345,0.45478989195049924
7.125,0.7528951027723251,0.5607688571854406,0.348153835430423
7.25,0.6409876444474504,0.45290012313793815,0.3026347604310189
7.375,0.5266374751866674,0.37424549200517665,0.29453403100044023
7.5,0.42801335533522855,0.3187900773490252,0.31367839964596517
7.625,0.3493271819159189,0.2809089160809286,0.3575630626707023
7.75,0.2895235173844966,0.2569546781506921,0.4280242348564162
7.875,0.24628163091314162,0.24526604345690467,0.5293332015517556
8.0,0.21762956081622,0.24610522181553868,0.6662311604364536
8.125,0.20268732860484795,0.26192372171871586,0.8403428749387284
8.25,0.20230015762597184,0.2979619210267967,1.043044348224063
8.375,0.21996199148442508,0.3624401323051034,1.243641569848305
8.5,0.26298323733873663,0.46314066310431673,1.3787830517861548
8.625,0.34198782107876063,0.5936329522725292,1.3686333841622067
8.75,0.4619262905142873,0.713043742804595,1.187144402880261
8.875,0.5997977253816277,0.7611863669108155,0.9172511373347337
9.0,0.6994497686204973,0.72051450721746,0.6753833328339912
9.125,0.7198164002089926,0.6291762468053835,0.5122743951745159
9.25,0.6711341609884619,0.5309863328661144,0.4206816606244022
9.375,0.5887009825159176,0.44745131463506077,0.3797072256584039
9.5,0.5008502400619862,0.38327700095004524,0.37424130471088246
9.625,0.4220030575791769,0.3367764229670601,0.39673168154978433
9.75,0.3573175892060432,0.30523009943764856,0.44484055193858757
9.875,0.3076114922676847,0.28672479513535565,0.5192053563362087
10.0,0.2722547161154556,0.28066620092816075,0.6214328818791724
