t,u1,u2,u3
0.0,2.041577233952905,1.910378147988166,1.2155110577806183
0.125,2.1459325238796385,1.2791205112773216,0.22478335582023534
0.25,1.6030056352511683,0.6444843036825615,0.10719808455532492
0.375,1.123717032515058,0.4564206285942042,0.2108949277197363
0.5,0.6711459267356441,0.393567482933644,0.014636317504001649
0.625,0.47374575435300065,0.2247714836756594,0.012847830493243943
0.75,0.3735870162320514,0.197397499493426,0.3076969661222
0.875,0.2909723338288096,0.1388587845445014,0.20589570783133385
1.0,0.11088372093637174,0.12475560837097645,0.1723020793925398
1.125,0.1394064312802733,0.28035373083725007,0.16964511093983478
1.25,0.005923073374679219,0.12724435945415585,0.38621403094594564
1.375,0.14073837577536305,0.05055721586193691,0.34265268340069605
1.5,0.021861220995223717,0.2024518330860392,0.8975744722936334
1.625,0.11473383365933726,0.13516062943800888,1.1285455184773365
1.75,0.07255203602889497,0.2216308019016746,1.4129408526818121
1.875,0.14809903560932078,0.3303355508470381,1.812480190054201
2.0,0.16809235531082187,0.44929215576075976,2.580141544458136
2.125,0.19525031449288707,0.8228351953981592,2.534728794928752
2.25,0.51154447083975,1.2411787843701536,1.3791391913271505
2.375,0.884720312148654,1.4421534825590945,0.6883211732797958
2.5,1.1512907144415703,1.1391381472244615,0.2742976178052948
2.625,1.0098935289347142,0.6329434954004789,0.10055669523623896
2.75,0.9334548373013928,0.48812215628920563,0.2171693457606948
2.875,0.606374719731767,0.3291051703651915,0.15756069471933448
3.0,0.519472063681048,0.3698921330920105,0.045618136136870796
3.125,0.46032206723884533,0.2606949688099742,-0.042824646281315715
3.25,0.3979252143879669,0.1209422656283822,0.04440070006656199
3.375,0.19018447854689785,0.21626489067041899,0.29903234879834734
3.5,0.19207499316727406,0.11947493725688557,0.26087450558334413
3.625,0.038734933085903436,0.18007303875301348,0.4210478151651833
3.75,0.12833755611295636,0.1867190466962598,0.7216913718440677
3.875,-0.020497985255809384,0.23999891042591998,0.9937101212315474
4.0,0.017421742058132225,0.17488016610819934,1.0002305593960101
4.125,0.10927728013021659,0.36137168870508324,1.5985760387222023
4.25,0.12032371495068489,0.42767088427417843,1.9259464091368825
4.375,0.26583956030170397,0.7379384827870143,1.93210728819596
4.5,0.5100563293931313,0.9631562365539722,1.3532756827236159
4.625,0.6614394820133057,0.9589354037593094,0.8265712279538888
4.75,0.9943662223454852,0.9170236837810106,0.5991197484621671
4.875,0.913167953166236,0.7256091991030481,0.4115959938918349
5.0,0.8510895692185664,0.35562992691891804,0.31297940478488123
5.125,0.5494189075453448,0.4090880184027385,0.2894129221247952
5.25,0.49290273512756977,0.3583415872000826,0.2598276040993413
5.375,0.4161054938339035,0.23287580501857988,0.3590243603195006
5.5,0.26332859619050364,0.30057507987225296,0.316318405181413
5.625,0.34264800587912575,0.25094606001563635,0.3939678256577183
5.75,0.12819050314127,0.2191824512383344,0.5552095965309356
5.875,0.20937135790422343,0.17924762867914937,0.5630832327014562
6.0,0.1953700341630234,0.3322045143356217,0.858541650190717
6.125,0.21012481526939367,0.17942392095945947,0.9622842011919377
6.25,0.31085062590652623,0.3594823359192146,1.3500803026961885
6.375,0.2498745873627303,0.3685828571016407,1.660118775083451
6.5,0.21297511705885303,0.5493256877090447,1.554316485367732
6.625,0.40904451418854,0.7526278022695928,1.2028513000773653
6.75,0.6497239366407496,0.8879126224541176,1.0409354036921343
6.875,0.7572677504088458,0.7986825591401728,0.5137600360434722
7.0,0.7276203751876167,0.5847434977550562,0.42598363350609975
7.125,0.6828603308323778,0.4864578157113093,0.48436554927094405
7.25,0.6353695235944049,0.3445241982507381,0.2987925328398902
7.375,0.4660576842184628,0.4299824669284399,0.1866435840055722
7.5,0.47046891519343464,0.23950393081929322,0.41679476653414105
7.625,0.3237130362083376,0.31391937500345896,0.3709463398981472
7.75,0.25207580216313963,0.2556689290786505,0.4011621474453643
7.875,0.23247046472504632,0.26524941466997054,0.6707029486972927
8.0,0.24915784119119969,0.16277206302786343,0.6243898147654187
8.125,0.3067919396260833,0.195904280623394,0.7974279505319731
8.25,0.27085110812001106,0.3493106155400326,0.9285635548472143
8.375,0.14713564130994983,0.3980380838827708,1.0624617335410034
8.5,0.16003487456929547,0.34409940483001367,1.5723471083916525
8.625,0.2888302458918519,0.5763461383866779,1.2510075757193668
8.75,0.5104084285853169,0.6878387270189178,1.0868764632929415
8.875,0.5508561567817907,0.8718727829395772,1.0888788056960272
9.0,0.6926251637909453,0.7258529838536052,0.7118663835200779
9.125,0.7597678799484885,0.6470921491546556,0.544040399171058
9.25,0.6241114290348772,0.6012384472527559,0.44339890742783866
9.375,0.5323112713529229,0.3959794976638557,0.23422904673189307
9.5,0.6846218399781983,0.35872112752571655,0.4138228866181306
9.625,0.5023543190614895,0.3560536822651364,0.5102308919946605
9.75,0.3995934310897211,0.300284808039761,0.31641612935301544
9.875,0.1583761964510062,0.30484683471390517,0.628772574957551
10.0,0.315935657889741,0.18152510656497084,0.6482606938854338
