Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5A_rel,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-1.226752915873157,4.5496829731865756,-2.4502269935439998,-0.5866740426050434,-1.9092371562905655,4.3733335954644055,1.0045568060538403,-0.7515627704912257,1.1438923846305513,"(42, -1)"
-1.2920987177220484,-4.407843749591337,-4.994817785121228,1.7732702060227676,-1.7444231029595798,4.377570097263297,0.8212636769648507,-0.3888758882327979,1.205227159551475,"(67, -1)"
-1.1318142137585192,4.303116394595577,-2.7772736185157316,1.9078673683582297,-1.924177636202211,4.666041867287617,-0.2821255072136424,1.0457662679160504,1.1307056436898129,"(97, -1)"
-1.5624921444308677,2.448042076531861,-1.5798506171243685,3.001508669767132,-1.872765296734728,4.329844309004129,1.0468715933235728,0.03294664145010694,1.0897206891633582,"(87, -1)"
-1.5638948992768613,1.5059377374766232,-1.5817513476304503,0.4586017139462115,-1.8717015285512972,4.329746286513553,1.0462537775220273,0.03325275866745393,1.0889918814824773,"(33, -1)"
-1.542273962594978,0.9317027234885303,4.84125769980099,3.672487420572269,-1.8407853312877365,4.375328125945167,1.050557695855771,0.11465927951929356,1.0250525383135982,"(68, -1)"
-1.5423353816691314,2.5589272552828874,4.840990016825792,-3.5149429356801765,-1.8407184605059852,4.3753456485408355,1.0505721884452117,0.11455949591021346,1.0250642957070817,"(20, -1)"
-1.5422488849635403,-4.1773894756503775,2.8929364213087965,-4.058399694086816,-1.8408109204186451,4.375328919311483,1.0508649996269244,0.11468227041295478,1.024916629099906,"(50, -1)"
-1.5424294947057782,2.673837550326221,3.6612794931002206,-4.319683482829975,-1.840639959553976,4.375364650488655,1.0500781014412384,0.11482292226958782,1.0245460755762898,"(12, -1)"
-1.5421961344305253,-3.1803458180152044,4.990913717751269,1.7592689643021946,-1.8408607135817125,4.375341048200325,1.0502754219008568,0.11467597074565691,1.0245738618282596,"(47, -1)"
-1.5422799076540952,1.438874377113829,3.1397452557099985,-3.9165892656857753,-1.8407791901788124,4.375341088466149,1.0504521934583495,0.11467200177220227,1.0250057234580823,"(89, -1)"
-1.5422074382477642,2.315956250097023,4.148171130847634,0.8720310788762359,-1.8408489602347,4.3753108179800595,1.0503576405734134,0.11452843276845072,1.0250188304098133,"(1, -1)"
-1.542224236000901,-3.025346201353812,4.908381050150726,-0.25451767940819997,-1.840911613674956,4.375268156389941,1.050171979057137,0.11382084222611408,1.0255076073273754,"(45, -1)"
-1.5423899416835827,0.976171442272091,3.810169267387581,-1.6446226420213488,-1.8407363187528707,4.375210786501889,1.0500750344351824,0.11427946913825221,1.0242728824005378,"(59, -1)"
-1.5421518707418895,-4.489290974274056,3.489269375350839,3.43255640519036,-1.8409009803456968,4.375333616688848,1.0502256201678117,0.11459052621874946,1.024723604108006,"(14, -1)"
