Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5B_rel,sd_rSTAT5A_rel,vector_tag
-1.5704466249641869,-4.821825160569808,-2.2089131118286014,-1.7851284749848797,4.150143285685266,4.197670957796074,-2.156354850462505,-3.3002249270157376,"(71, -1)"
-1.5696989076795236,-4.77345317169277,-2.2080777453838536,-1.785663886438953,2.762508183144274,4.197726820397538,-1.982801325696725,-2.641644450122719,"(64, -1)"
-1.5754815939083104,-4.45155236935632,-2.2050448301296273,-1.782221503612623,4.864845739736705,4.197550121393128,-1.5797086605416022,-2.7071263541880746,"(41, -1)"
-1.6068054960081193,-4.977697802663229,-2.484350020342779,-1.8187155069700482,-1.3340514945146726,3.9210907649468894,-1.0431310360987205,0.5782448014096311,"(18, -1)"
-1.5889193806626456,-3.870875057344748,-2.4865398475629417,-1.8326545947629278,-1.3403819818941605,3.921410754002389,-1.0484313023791036,0.5823192484946454,"(57, -1)"
-1.4381019568328428,-2.663834065443549,2.931605323680472,-1.7898395620746572,-1.869981906382213,3.9153775486676397,-0.7756836097197322,0.682441072374687,"(97, -1)"
-1.4379155490847813,-2.657032378743523,1.8111738420439156,-1.7910464952336234,-1.8698170735264077,3.9153808486119663,-0.7757497490663993,0.6827616770309294,"(92, -1)"
-1.4381399809385071,-2.6634082650456823,2.5235087278767554,-1.7891277972607722,-1.870799897142588,3.9153697516217134,-0.7780087596867242,0.6826197638890124,"(17, -1)"
-1.4372381717353,-2.647877326756945,2.0294994336106904,-1.793598347735463,-1.8691820594716044,3.9153927181132877,-0.775745891685768,0.6824912314318496,"(83, -1)"
-1.329519079834604,-2.685953108491754,-4.36642408666377,1.2248827141676453,-1.8693773723835985,4.262467927525386,-1.1814895317292153,1.222165652462148,"(6, -1)"
-1.6056168213928645,1.1757612416821221,-0.3862667401387984,-1.5279134788227144,4.608971113610224,4.220541989465753,-0.3348284386347251,0.39437381322211623,"(14, -1)"
-1.2492277586833014,-2.1430799140249404,-3.0449255521887966,-1.9205234812044047,-1.852393158188463,3.931306552031485,-0.74214049155669,0.8957835953224498,"(29, -1)"
-0.965338342422233,-2.572729965558712,-0.198044021387945,-1.8877816071931188,4.9999903263611,4.241866635301893,-0.377218505755183,0.568196756641813,"(52, -1)"
-1.0024339445066766,-0.7054309147528443,-0.7352476880805262,-2.244429192539093,4.456229620161181,4.198725911685457,0.8949126831210266,-0.6320261200690401,"(39, -1)"
-1.0017884928332303,3.2075643895384447,-0.7061295443581601,-2.240313915937831,2.910313960571454,4.198552506691973,0.8929275713694067,-0.626544725151424,"(12, -1)"
