Epo_degradation_BaF3,k_exp_hetero,k_exp_homo,k_imp_hetero,k_imp_homo,k_phos,sd_pSTAT5B_rel,sd_rSTAT5A_rel,objective_function_value
-2.2589143514094987,-2.8597591737375696,-3.7538474574131886,-0.47638115231042644,-3.310475352359483,4.185099787221224,1.3909852894032069,1.5763855329224743,317.03968409638367
-0.7602258066419161,-0.7915069612592118,-0.26209849887689085,2.2642480991495226,2.95227874027438,3.509924965353436,1.622442239197472,1.4898402933619241,321.6350804809728
-2.96345341881326,-4.543229263141319,-4.09912303967205,-2.3167555917221048,-4.06360212622947,0.7355944528434568,2.136744726518984,1.1716693173445627,330.1636463925821
2.1781604258464373,0.05733260861520595,-4.569767323095591,2.5913037639699414,-1.5946108411556326,3.3351470827810044,1.4381319116983695,1.470030584627593,344.1239378505391
3.8958275998586274,2.660261895929552,1.5827523829115773,-0.03807036553515353,-3.982871992515016,1.7773218341496033,2.2175161337993368,1.6353787034122123,347.5247810953093
-3.4524961811689474,1.1475852874741435,2.4890683147038466,3.55541130985484,-3.2101063411113673,-1.4853751740348886,2.3979255342147656,1.1868726744875886,347.69405272384876
-2.2907572742502107,1.509105446336136,1.6055430987730173,-4.801219073643499,-4.398763714063384,-0.29861194678699654,1.4982287625407338,1.8063950267395255,352.5141789675954
-0.3425215716055119,3.551734426587757,-0.7339737477181778,-4.638271095460309,4.942853293205182,1.904570702141612,1.9657616306891939,1.9597333562235129,354.34316357015376
4.189723690171586,-4.274041818230195,-3.5287283784492773,3.1782580565321084,-2.7407359171520858,1.9212997960983005,2.287027903913909,1.0152319516859434,356.2590884002906
1.7837238148513324,-2.2349168525459184,-0.8442213938740064,4.3563241869856935,-0.8373779538158406,3.342702958654824,1.5479452659158852,2.016324221106508,360.8789923106884
2.949571389521372,-0.4440426459829885,0.3716383727485635,-2.828943699259983,-4.539533200477123,-0.35903424330052935,2.509526809898773,1.5226600380930178,361.484803031934
-1.1049300001782338,1.9132596135812872,-0.22655269114349252,4.792402705660358,-0.21044188804319752,-4.481029507914203,2.0543697440630844,2.046957937679137,365.2446428975488
3.159674383921674,2.776034860004345,3.1727019256873294,-4.934151734846695,3.985460217754264,0.15825077306678992,2.653068453224079,1.3613058510710063,365.5758953333519
4.06230170755444,-4.783071340361725,4.543125409198176,-3.7342421311318734,3.5405335627392702,-3.1559956575432198,2.3249147892247475,1.8358931138154677,367.6855434206581
-4.310860391293963,-2.488649943591894,-3.0096348635406915,-2.8786364689429544,2.987262222224995,2.1385237627182256,2.7174823891737,1.3981586171087663,368.38650993971595
2.993113309236697,-2.604923638780093,4.962504739068569,0.5556425907271869,4.331431404571584,-4.473291328893622,1.6437350317235389,2.324004891859852,376.3345664061824
-3.5656632447333156,-4.023304542432119,-2.734859150690763,-3.4688233578605905,3.3048797046644864,-3.0844058858517647,1.3899472844508365,1.8142387757108285,376.8187106816956
4.157273400643277,-3.4159567106066753,1.9477065801534703,-4.218135233516471,1.8080515138266327,3.2109633757737264,1.675158137133561,2.3528333730706255,377.38436926834726
1.0068041122967477,-3.78792939010338,-0.025102184214331302,-3.3383367458045354,-2.2934700404101367,-0.9356258220258891,2.352893671172165,1.9745263456598998,379.26115014993724
-1.9192106179519746,-2.11916536541706,2.809181615356044,0.9888773591043822,0.25800424629935836,0.12990999378448898,1.322032106728833,1.0600340591725042,387.4556283081865
